NYSE:ETN,ETN,"Eaton Corporation, PLC",85.5,$34.2B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
NYSE:ETV,ETV,Eaton Vance Corporation,13.92,$1.26B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etv
NYSE:ETW,ETW,Eaton Vance Corporation,8.43,$906.11M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etw
NYSE:EV,EV,Eaton Vance Corporation,36.76,$4.21B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
NYSE:EOI,EOI,Eaton Vance Enhance Equity Income Fund,13.96,$548.96M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eoi
NYSE:EOS,EOS,Eaton Vance Enhanced Equity Income Fund II,17.33,$856.55M,2005,n/a,n/a,https://old.nasdaq.com/symbol/eos
NYSE:EFT,EFT,Eaton Vance Floating Rate Income Trust,11.29,$450.06M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eft
NYSE:EFL,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,8.23,$194.36M,2017,n/a,n/a,https://old.nasdaq.com/symbol/efl
NYSE:EFF,EFF,Eaton vance Floating-Rate Income Plus Fund,13.72,$104.36M,2013,n/a,n/a,https://old.nasdaq.com/symbol/eff
NYSE:EHT,EHT,Eaton Vance High Income 2021 Target Term Trust,9.51,$204.13M,2016,n/a,n/a,https://old.nasdaq.com/symbol/eht
NYSE:ETX,ETX,Eaton Vance Municipal Income 2028 Term Trust,20.205,$219.06M,2013,n/a,n/a,https://old.nasdaq.com/symbol/etx
NYSE:EOT,EOT,Eaton Vance Municipal Income Trust,19.51,$298.76M,2009,n/a,n/a,https://old.nasdaq.com/symbol/eot
NYSE:EVN,EVN,Eaton Vance Municipal Income Trust,12.45,$493.86M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evn
NYSE:ETJ,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.47,$604.2M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj
NYSE:EFR,EFR,Eaton Vance Senior Floating-Rate Fund,11.17,$411.6M,2003,n/a,n/a,https://old.nasdaq.com/symbol/efr
NYSE:EVF,EVF,Eaton Vance Senior Income Trust,5.31,$201.07M,1998,n/a,n/a,https://old.nasdaq.com/symbol/evf
NYSE:EVG,EVG,Eaton Vance Short Diversified Income Fund,11.3,$202.05M,2005,n/a,n/a,https://old.nasdaq.com/symbol/evg
NYSE:EVT,EVT,Eaton Vance Tax Advantaged Dividend Income Fund,18.76,$1.38B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evt
NYSE:ETO,ETO,Eaton Vance Tax-Advantage Global Dividend Opp,20.29,$318.01M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto
NYSE:ETG,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,13.96,$1.07B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg
NYSE:ETB,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,13.81,$367.09M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb
NYSE:EXD,EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,8.86,$86.22M,2010,n/a,n/a,https://old.nasdaq.com/symbol/exd
NYSE:ETY,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.51,$1.59B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety
NYSE:EXG,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,7.11,$2.15B,2007,n/a,n/a,https://old.nasdaq.com/symbol/exg
NYSE:ECT,ECT,ECA Marcellus Trust I,0.4848,$8.53M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ect
NYSE:ECL,ECL,Ecolab Inc.,191.75,$54.5B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl
NYSE:EC,EC,Ecopetrol S.A.,10.99,$22.59B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec
NYSE:EPC,EPC,Edgewell Personal Care,29.19,$1.59B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
NYSE:EIX,EIX,Edison International,54.82,$19.94B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix
NYSE:EW,EW,Edwards Lifesciences Corporation,67.13,$128.08B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
NYSE:EP^C,EP^C,El Paso Corporation,46.48,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ep^c
NYSE:EE,EE,El Paso Electric Company,66.12,$2.7B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ee
NYSE:ELAN,ELAN,Elanco Animal Health Incorporated,21.16,$8.44B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
NYSE:ELAT,ELAT,Elanco Animal Health Incorporated,38.5,n/a,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elat
NYSE:ESTC,ESTC,Elastic N.V.,92.11,$7.63B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc
NYSE:EGO,EGO,Eldorado Gold Corporation,9.28,$1.55B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego
NYSE:ESI,ESI,Element Solutions Inc.,10.23,$2.54B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi
NYSE:ELVT,ELVT,"Elevate Credit, Inc.",1.65,$70.29M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt
NYSE:LLY,LLY,Eli Lilly and Company,162.83,$155.74B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly
NYSE:EFC,EFC,Ellington Financial Inc.,11.51,$503.91M,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/efc
NYSE:EFC^A,EFC^A,Ellington Financial Inc.,20.707,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/efc^a
NYSE:EARN,EARN,Ellington Residential Mortgage REIT,10.08,$124.18M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/earn
NYSE:AKO.A,AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ako.a
NYSE:AKO.B,AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ako.b
NYSE:ERJ,ERJ,Embraer S.A.,5.68,$1.04B,2000,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/erj
NYSE:EME,EME,"EMCOR Group, Inc.",63.63,$3.49B,n/a,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/eme
NYSE:EEX,EEX,"Emerald Holding, Inc.",2.91,$207.91M,2017,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/eex
NYSE:EBS,EBS,"Emergent Biosolutions, Inc.",75.28,$3.95B,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ebs
NYSE:EMR,EMR,Emerson Electric Company,59.87,$35.77B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/emr
NYSE:ESRT,ESRT,"Empire State Realty Trust, Inc.",6.52,$1.93B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/esrt
NYSE:EIG,EIG,Employers Holdings Inc,29.4,$892.98M,2007,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/eig
NYSE:EDN,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),3.9891,$174.54M,2007,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/edn
NYSE:ENBL,ENBL,"Enable Midstream Partners, LP",4.79,$2.09B,2014,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enbl
NYSE:ENB,ENB,Enbridge Inc,29.63,$60B,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enb
NYSE:ENBA,ENBA,Enbridge Inc,24.56,n/a,2018,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/enba
NYSE:EHC,EHC,Encompass Health Corporation,59.31,$5.9B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ehc
NYSE:DAVA,DAVA,Endava plc,50.58,$2.78B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/dava
NYSE:EXK,EXK,Endeavour Silver Corporation,2.14,$307.81M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/exk
NYSE:ENIA,ENIA,Enel Americas S.A.,7.54,$11.5B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enia
NYSE:ENIC,ENIC,Enel Chile S.A.,3.8,$5.26B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/enic
NYSE:ENR,ENR,"Energizer Holdings, Inc.",45.28,$3.1B,2015,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/enr
NYSE:ENR^A,ENR^A,"Energizer Holdings, Inc.",95.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/enr^a
NYSE:ET,ET,Energy Transfer L.P.,7.06,$19.02B,1996,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/et
NYSE:ETP^C,ETP^C,"Energy Transfer Operating, L.P.",19.634,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^c
NYSE:ETP^D,ETP^D,"Energy Transfer Operating, L.P.",19.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^d
NYSE:ETP^E,ETP^E,"Energy Transfer Operating, L.P.",20.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/etp^e
NYSE:EPAC,EPAC,Enerpac Tool Group Corp.,16.7,$997.8M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/epac
NYSE:ERF,ERF,Enerplus Corporation,2.53,$563.09M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/erf
NYSE:ENS,ENS,Enersys,60.66,$2.58B,2004,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/ens
NYSE:E,E,ENI S.p.A.,18.91,$33.78B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/e
NYSE:ENLC,ENLC,"EnLink Midstream, LLC",2.4,$1.17B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc
NYSE:EBF,EBF,"Ennis, Inc.",16.83,$439.24M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/ebf
NYSE:ENVA,ENVA,"Enova International, Inc.",14.34,$430.76M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/enva
NYSE:NPO,NPO,EnPro Industries,45.77,$938.99M,n/a,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/npo
NYSE:ETM,ETM,Entercom Communications Corp.,1.34,$181.17M,1999,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/etm
NYSE:EAB,EAB,"Entergy Arkansas, LLC",25.3577,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eab
NYSE:EAE,EAE,"Entergy Arkansas, LLC",25.38,n/a,2013,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eae
NYSE:EAI,EAI,"Entergy Arkansas, LLC",25.28,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eai
NYSE:ETR,ETR,Entergy Corporation,91.66,$18.35B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/etr
NYSE:ELC,ELC,"Entergy Louisiana, Inc.",25.31,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elc
NYSE:ELJ,ELJ,"Entergy Louisiana, Inc.",25.74,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elj
NYSE:ELU,ELU,"Entergy Louisiana, Inc.",25.22,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/elu
NYSE:EMP,EMP,"Entergy Mississippi, LLC",25.56,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/emp
NYSE:ENJ,ENJ,"Entergy New Orleans, LLC",25.44,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/enj
NYSE:ENO,ENO,"Entergy New Orleans, LLC",26.1,n/a,2016,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/eno
NYSE:ETI^,ETI^,Entergy Texas Inc,26.22,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eti^
NYSE:EZT,EZT,Entergy Texas Inc,25.67,n/a,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ezt
NYSE:EPD,EPD,Enterprise Products Partners L.P.,17.63,$38.54B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/epd
NYSE:EVC,EVC,Entravision Communications Corporation,1.37,$115.21M,2000,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/evc
NYSE:ENV,ENV,"Envestnet, Inc",69.6,$3.72B,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/env
NYSE:NVST,NVST,Envista Holdings Corporation,19.74,$3.14B,2019,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvst
NYSE:EVA,EVA,"Enviva Partners, LP",35.26,$1.19B,2015,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/eva
NYSE:ENZ,ENZ,"Enzo Biochem, Inc.",2.29,$109.67M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/enz
NYSE:EOG,EOG,"EOG Resources, Inc.",48.76,$28.38B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eog
NYSE:EPAM,EPAM,"EPAM Systems, Inc.",244.38,$13.6B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/epam
NYSE:EPR,EPR,EPR Properties,31.71,$2.46B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/epr
NYSE:EPR^C,EPR^C,EPR Properties,18.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^c
NYSE:EPR^E,EPR^E,EPR Properties,25.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^e
NYSE:EPR^G,EPR^G,EPR Properties,17.7115,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/epr^g
NYSE:EQT,EQT,EQT Corporation,10.65,$2.72B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/eqt
NYSE:EFX,EFX,"Equifax, Inc.",167.53,$20.34B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/efx
NYSE:EQNR,EQNR,Equinor ASA,14.27,$47.13B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/eqnr
NYSE:EQH,EQH,"Equitable Holdings, Inc.",18.99,$8.56B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
NYSE:EQH^A,EQH^A,"Equitable Holdings, Inc.",23.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqh^a
NYSE:ETRN,ETRN,Equitrans Midstream Corporation,8.58,$3.71B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
NYSE:EQC,EQC,Equity Commonwealth,31.68,$3.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqc
NYSE:EQC^D,EQC^D,Equity Commonwealth,26.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqc^d
NYSE:ELS,ELS,"Equity Lifestyle Properties, Inc.",61.98,$11.29B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/els
NYSE:EQR,EQR,Equity Residential,57,$21.21B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eqr
NYSE:EQS,EQS,"Equus Total Return, Inc.",1.19,$16.09M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqs
NYSE:EROS,EROS,Eros International PLC,2.9,$473.08M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/eros
NYSE:ESE,ESE,ESCO Technologies Inc.,79.46,$2.07B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/ese
NYSE:ESNT,ESNT,Essent Group Ltd.,34.23,$3.85B,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/esnt
NYSE:EPRT,EPRT,"Essential Properties Realty Trust, Inc.",15.63,$1.44B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/eprt
NYSE:WTRG,WTRG,"Essential Utilities, Inc.",41.14,$10.08B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtrg
NYSE:WTRU,WTRU,"Essential Utilities, Inc.",54.99,n/a,2019,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtru
NYSE:ESS,ESS,"Essex Property Trust, Inc.",224.79,$14.71B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ess
NYSE:EL,EL,"Estee Lauder Companies, Inc. (The)",184.14,$66.29B,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/el
NYSE:ETH,ETH,Ethan Allen Interiors Inc.,11.15,$279.34M,1993,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/eth
NYSE:EURN,EURN,Euronav NV,7.92,$1.7B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
NYSE:EEA,EEA,"European Equity Fund, Inc. (The)",8.31,$62.71M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eea
NYSE:EB,EB,"Eventbrite, Inc.",8,$906.58M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/eb
NYSE:EVR,EVR,Evercore Inc.,55.58,$2.25B,2006,Finance,Investment Managers,https://old.nasdaq.com/symbol/evr
NYSE:RE,RE,"Everest Re Group, Ltd.",200.87,$8.03B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re
NYSE:EVRG,EVRG,"Evergy, Inc.",58.11,$13.18B,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/evrg
NYSE:EVRI,EVRI,Everi Holdings Inc.,4.95,$422.34M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/evri
NYSE:ES,ES,Eversource Energy,81.85,$28.04B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/es
NYSE:EVTC,EVTC,"Evertec, Inc.",27,$1.94B,2013,Technology,EDP Services,https://old.nasdaq.com/symbol/evtc
NYSE:EVH,EVH,"Evolent Health, Inc",6.54,$559.01M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/evh
NYSE:AQUA,AQUA,Evoqua Water Technologies Corp.,16.68,$1.95B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aqua
NYSE:XAN,XAN,Exantas Capital Corp.,2.57,$82.35M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/xan
NYSE:XAN^C,XAN^C,Exantas Capital Corp.,13.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/xan^c
NYSE:EXPR,EXPR,"Express, Inc.",1.42,$91.53M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/expr
NYSE:EXTN,EXTN,Exterran Corporation,5.3,$175.7M,2015,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/extn
NYSE:EXR,EXR,Extra Space Storage Inc,91.01,$11.75B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/exr
NYSE:XOM,XOM,Exxon Mobil Corporation,43.62,$184.53B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/xom
NYSE:FNB,FNB,F.N.B. Corporation,6.92,$2.24B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fnb
NYSE:FNB^E,FNB^E,F.N.B. Corporation,27.004,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fnb^e
NYSE:FN,FN,Fabrinet,59.35,$2.18B,2010,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/fn
NYSE:FDS,FDS,FactSet Research Systems Inc.,328.65,$12.45B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fds
NYSE:FICO,FICO,Fair Isaac Corporation,406.2,$11.78B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fico
NYSE:SFUN,SFUN,Fang Holdings Limited,11.2,$100.51M,2010,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun
NYSE:FPAC,FPAC,Far Point Acquisition Corporation,10.26,$811.18M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/fpac
NYSE:FPAC.U,FPAC.U,Far Point Acquisition Corporation,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/fpac.u
NYSE:FPAC.WS,FPAC.WS,Far Point Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpac.ws
NYSE:FTCH,FTCH,Farfetch Limited,17.5,$5.95B,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ftch
NYSE:FPI,FPI,Farmland Partners Inc.,6.9,$246.95M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/fpi
NYSE:FPI^B,FPI^B,Farmland Partners Inc.,23.77,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/fpi^b
NYSE:FSLY,FSLY,"Fastly, Inc.",86.51,$8.93B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/fsly
NYSE:FBK,FBK,FB Financial Corporation,22.49,$721.52M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/fbk
NYSE:FFG,FFG,"FBL Financial Group, Inc.",33.6,$827.97M,1996,Finance,Life Insurance,https://old.nasdaq.com/symbol/ffg
NYSE:AGM,AGM,Federal Agricultural Mortgage Corporation,59.93,$642.98M,n/a,Finance,Finance Companies,https://old.nasdaq.com/symbol/agm
NYSE:AGM.A,AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm.a
NYSE:AGM^A,AGM^A,Federal Agricultural Mortgage Corporation,26.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^a
NYSE:AGM^C,AGM^C,Federal Agricultural Mortgage Corporation,26.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^c
NYSE:AGM^D,AGM^D,Federal Agricultural Mortgage Corporation,26.1,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^d
NYSE:AGM^E,AGM^E,Federal Agricultural Mortgage Corporation,25.65,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/agm^e
NYSE:FRT,FRT,Federal Realty Investment Trust,82.77,$6.26B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/frt
NYSE:FRT^C,FRT^C,Federal Realty Investment Trust,24.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/frt^c
