NASDAQ:AFMD,AFMD,Affimed N.V.,4.63,$353.04M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd
NASDAQ:AFYA,AFYA,Afya Limited,22.8,$2.12B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya
NASDAQ:AGBA,AGBA,AGBA Acquisition Limited,10.2812,$61.43M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agba
NASDAQ:AGBAR,AGBAR,AGBA Acquisition Limited,0.15,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbar
NASDAQ:AGBAU,AGBAU,AGBA Acquisition Limited,10.22,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbau
NASDAQ:AGBAW,AGBAW,AGBA Acquisition Limited,0.3099,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbaw
NASDAQ:AGEN,AGEN,Agenus Inc.,3.97,$674.01M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen
NASDAQ:AGRX,AGRX,"Agile Therapeutics, Inc.",2.82,$245.94M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agrx
NASDAQ:AGYS,AGYS,"Agilysys, Inc.",17.49,$409.28M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/agys
NASDAQ:AGIO,AGIO,"Agios Pharmaceuticals, Inc.",51.71,$3.56B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agio
NASDAQ:AGMH,AGMH,AGM Group Holdings Inc.,26.41,$763.01M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/agmh
NASDAQ:AGNC,AGNC,AGNC Investment Corp.,12.76,$7.14B,2008,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnc
NASDAQ:AGNCM,AGNCM,AGNC Investment Corp.,22.52,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncm
NASDAQ:AGNCN,AGNCN,AGNC Investment Corp.,22.93,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncn
NASDAQ:AGNCO,AGNCO,AGNC Investment Corp.,22.07,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnco
NASDAQ:AGNCP,AGNCP,AGNC Investment Corp.,21.1099,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncp
NASDAQ:API,API,"Agora, Inc.",50.5,$5.06B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/api
NASDAQ:AGFS,AGFS,"AgroFresh Solutions, Inc.",2.705,$140.81M,2014,Finance,Business Services,https://old.nasdaq.com/symbol/agfs
NASDAQ:AGFSW,AGFSW,"AgroFresh Solutions, Inc.",0.02,n/a,2014,Finance,Business Services,https://old.nasdaq.com/symbol/agfsw
NASDAQ:AIKI,AIKI,AIkido Pharma Inc.,0.8917,$31.14M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki
NASDAQ:ALRN,ALRN,"Aileron Therapeutics, Inc.",1.1,$42M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn
NASDAQ:AIMT,AIMT,"Aimmune Therapeutics, Inc.",17.43,$1.14B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aimt
NASDAQ:AIRT,AIRT,"Air T, Inc.",11.4,$33.2M,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt
NASDAQ:AIRTP,AIRTP,"Air T, Inc.",21.3122,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp
NASDAQ:AIRTW,AIRTW,"Air T, Inc.",0.084,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw
NASDAQ:ATSG,ATSG,"Air Transport Services Group, Inc",21.01,$1.25B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/atsg
NASDAQ:AIRG,AIRG,"Airgain, Inc.",10.93,$105.98M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg
NASDAQ:ANTE,ANTE,AirNet Technology Inc.,0.8322,$10.46M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ante
NASDAQ:AKAM,AKAM,"Akamai Technologies, Inc.",105.37,$17.1B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam
NASDAQ:AKTX,AKTX,Akari Therapeutics Plc,2.32,$66.65M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx
NASDAQ:AKCA,AKCA,"Akcea Therapeutics, Inc.",14.15,$1.44B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akca
NASDAQ:AKBA,AKBA,"Akebia Therapeutics, Inc.",11.68,$1.67B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba
NASDAQ:KERN,KERN,Akerna Corp.,8.91,$118.14M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kern
NASDAQ:KERNW,KERNW,Akerna Corp.,1.02,n/a,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kernw
NASDAQ:AKRO,AKRO,"Akero Therapeutics, Inc.",23.5,$673.83M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro
NASDAQ:AKER,AKER,Akers Biosciences Inc.,3.67,$22.47M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker
NASDAQ:AKUS,AKUS,"Akouos, Inc.",22,$622.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/akus
NASDAQ:AKTS,AKTS,"Akoustis Technologies, Inc.",8.61,$314M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts
NASDAQ:ALRM,ALRM,"Alarm.com Holdings, Inc.",63.54,$3.1B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm
NASDAQ:ALSK,ALSK,"Alaska Communications Systems Group, Inc.",2.51,$134.44M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk
NASDAQ:ALAC,ALAC,Alberton Acquisition Corporation,10.8019,$158.68M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alac
NASDAQ:ALACR,ALACR,Alberton Acquisition Corporation,0.2799,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacr
NASDAQ:ALACU,ALACU,Alberton Acquisition Corporation,10.6863,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacu
NASDAQ:ALACW,ALACW,Alberton Acquisition Corporation,0.1398,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacw
NASDAQ:ALBO,ALBO,"Albireo Pharma, Inc.",29.44,$441M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo
NASDAQ:ALDX,ALDX,"Aldeyra Therapeutics, Inc.",4.3,$128.1M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx
NASDAQ:ALEC,ALEC,"Alector, Inc.",24.29,$1.92B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec
NASDAQ:ALRS,ALRS,Alerus Financial Corporation,18.89,$323.13M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs
NASDAQ:ALXN,ALXN,"Alexion Pharmaceuticals, Inc.",113.61,$25.09B,1996,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn
NASDAQ:ALCO,ALCO,"Alico, Inc.",28.43,$212.83M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco
NASDAQ:ALIT,ALIT,Alight Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alit
NASDAQ:ALGN,ALGN,"Align Technology, Inc.",263.14,$20.73B,2001,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn
NASDAQ:ALIM,ALIM,"Alimera Sciences, Inc.",6.39,$32.15M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim
NASDAQ:ALYA,ALYA,Alithya Group inc.,1.57,$91.19M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya
NASDAQ:ALJJ,ALJJ,"ALJ Regional Holdings, Inc.",0.5339,$22.52M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj
NASDAQ:ALKS,ALKS,Alkermes plc,18.8,$2.98B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks
NASDAQ:ALLK,ALLK,Allakos Inc.,74.8,$3.65B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk
NASDAQ:ABTX,ABTX,"Allegiance Bancshares, Inc.",23.31,$475.59M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/abtx
NASDAQ:ALGT,ALGT,Allegiant Travel Company,106.7,$1.73B,2006,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt
NASDAQ:ALNA,ALNA,"Allena Pharmaceuticals, Inc.",1.58,$50.88M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna
NASDAQ:ARLP,ARLP,"Alliance Resource Partners, L.P.",3.44,$437.55M,1999,Energy,Coal Mining,https://old.nasdaq.com/symbol/arlp
NASDAQ:LNT,LNT,Alliant Energy Corporation,47.05,$11.74B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/lnt
NASDAQ:AESE,AESE,"Allied Esports Entertainment, Inc.",2.1,$59.53M,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/aese
NASDAQ:AHPI,AHPI,"Allied Healthcare Products, Inc.",11.26,$45.19M,1992,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi
NASDAQ:AMOT,AMOT,"Allied Motion Technologies, Inc.",32.37,$315.11M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot
NASDAQ:ALLO,ALLO,"Allogene Therapeutics, Inc.",42.96,$5.96B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo
NASDAQ:ALLT,ALLT,Allot Ltd.,10.55,$366.09M,2006,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt
NASDAQ:MDRX,MDRX,"Allscripts Healthcare Solutions, Inc.",6.22,$1.01B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx
NASDAQ:ALNY,ALNY,"Alnylam Pharmaceuticals, Inc.",151.9,$17.44B,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny
NASDAQ:AOSL,AOSL,Alpha and Omega Semiconductor Limited,9.89,$248.02M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/aosl
NASDAQ:GOOG,GOOG,Alphabet Inc.,1359.9,$928.3B,2004,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/goog
NASDAQ:GOOGL,GOOGL,Alphabet Inc.,1362.54,$930.1B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/googl
NASDAQ:SMCP,SMCP,AlphaMark Actively Managed Small Cap ETF,19.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/smcp
NASDAQ:ATEC,ATEC,"Alphatec Holdings, Inc.",4.4,$279.1M,2006,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atec
NASDAQ:ALPN,ALPN,"Alpine Immune Sciences, Inc.",8.98,$166.92M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn
NASDAQ:ALTR,ALTR,Altair Engineering Inc.,38.14,$2.78B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr
NASDAQ:ATHE,ATHE,Alterity Therapeutics Limited,0.5749,$8.36M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athe
NASDAQ:ALT,ALT,"Altimmune, Inc.",10.6,$213.18M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt
NASDAQ:ASPS,ASPS,Altisource Portfolio Solutions S.A.,15.08,$234.8M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/asps
NASDAQ:AIMC,AIMC,Altra Industrial Motion Corp.,30.46,$1.97B,2006,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc
NASDAQ:ALTM,ALTM,Altus Midstream Company,0.6017,$195.51M,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm
NASDAQ:AMAG,AMAG,"AMAG Pharmaceuticals, Inc.",7.28,$249.51M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag
NASDAQ:AMAL,AMAL,Amalgamated Bank,12.57,$389.67M,2018,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal
NASDAQ:AMRN,AMRN,Amarin Corporation plc,6.7,$2.58B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn
NASDAQ:AMRK,AMRK,"A-Mark Precious Metals, Inc.",18.03,$126.78M,n/a,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk
NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",2692.87,$1343.14B,1997,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn
NASDAQ:AMBC,AMBC,"Ambac Financial Group, Inc.",13.51,$618.47M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc
