Symbol,Ending Value,Starting Value,Positions Still Open,Total Positions Closed,Total Won,Total Lost,Strike Rate,Win Streak,Lose Streak,Net Profit or Loss,SQN Score,Max Drawdown %,Pyramid Limit,Total Bars,First Date Recorded,First Date Recorded Meets Requirements
EPAY,20987.1,20000,0,18,10,8,55.56,4,3,987.1,0.22,27.51,2,4359,2004-01-13,True
BCLI,23805.97,20000,1,12,10,2,83.33,6,2,3805.97,1.44,7.62,1,1591,2015-01-12,False
BCLI,32185.96,20000,1,7,6,1,85.71,3,1,12185.96,1.62,20.5,2,1591,2015-01-12,False
BWAY,22199.36,20000,0,3,3,0,100.0,3,0,2199.36,2.44,3.98,1,443,2019-07-30,False
BWAY,20532.46,20000,1,1,1,0,100.0,1,0,532.46,0,17.95,2,443,2019-07-30,False
BBI,31355.690000000002,20000,0,11,7,4,63.64,4,1,11355.69,0.77,42.0,1,2054,2004-01-13,True
BBI,27654.15,20000,0,7,4,3,57.14,3,2,7654.15,0.48,66.32,2,2054,2004-01-13,True
BDGE,21776.62,20000,0,28,18,10,64.29,5,4,1776.62,1.24,8.63,1,3140,2008-10-06,False
BDGE,24017.27,20000,0,20,15,5,75.0,9,2,4017.27,2.43,15.82,2,3140,2008-10-06,False
BBIO,22012.5,20000,0,3,2,1,66.67,2,1,2012.5,1.01,3.64,1,398,2019-10-08,False
BBIO,24400.48,20000,1,1,1,0,100.0,1,0,4400.48,0,15.31,2,398,2019-10-08,False
BWB,20777.64,20000,0,4,3,1,75.0,3,1,777.64,1.48,4.56,1,722,2018-06-25,False
BWB,21452.14,20000,0,4,4,0,100.0,4,0,1452.14,1.86,7.06,2,722,2018-06-25,False
BRID,25475.31,20000,1,20,14,6,70.0,5,2,5475.31,1.81,10.58,1,3360,2004-01-22,True
BRID,27923.04,20000,1,12,8,4,66.67,6,3,7923.04,1.7,32.43,2,3360,2004-01-22,True
BCOV,15581.54,20000,0,17,8,9,47.06,1,3,-4418.46,-1.29,34.24,1,2248,2012-05-31,False
BCOV,14950.71,20000,0,12,6,6,50.0,2,2,-5049.29,-0.94,48.18,2,2248,2012-05-31,False
BHF,23861.28,20000,0,8,7,1,87.5,6,1,3861.28,1.77,9.13,1,873,2017-11-15,False
BHF,20381.32,20000,1,4,3,1,75.0,3,1,381.32,0.12,24.82,2,873,2017-11-15,False
BHFAL,19432.93,20000,0,3,2,1,66.67,2,1,-567.07,-0.56,9.45,1,594,2018-12-27,False
BHFAL,18560.6,20000,0,2,1,1,50.0,1,1,-1439.4,-0.91,18.11,2,594,2018-12-27,False
BHFAP,20370.3,20000,1,2,2,0,100.0,2,0,370.3,3.57,3.99,1,463,2019-07-08,False
BHFAP,19416.12,20000,1,1,0,1,0.0,0,1,-583.88,0,12.11,2,463,2019-07-08,False
AVGO,25815.07,20000,0,24,17,7,70.83,7,2,5815.07,3.65,6.26,1,2887,2009-11-16,False
AVGO,37897.58,20000,0,14,11,3,78.57,7,2,17897.58,2.93,15.37,2,2887,2009-11-16,False
BYFC,14528.779999999999,20000,0,12,5,7,41.67,3,5,-5471.22,-1.14,38.96,1,3069,2004-03-19,True
BYFC,9750.43,20000,0,9,5,4,55.56,3,3,-10249.57,-1.04,74.4,2,3069,2004-03-19,True
BWEN,18511.88,20000,0,20,12,8,60.0,5,2,-1488.12,-0.22,39.34,1,2969,2009-07-22,False
BWEN,10819.79,20000,1,13,6,7,46.15,2,3,-9180.21,-0.94,83.15,2,2969,2009-07-22,False
BROG,20731.13,20000,0,2,1,1,50.0,1,1,731.13,0.96,1.45,1,386,2019-09-05,False
BROG,21475.21,20000,0,1,1,0,100.0,1,0,1475.21,0,12.38,2,386,2019-09-05,False
BPY,18532.05,20000,0,22,16,6,72.73,4,2,-1467.95,-0.61,16.44,1,1960,2013-07-25,False
BPY,20989.61,20000,0,14,10,4,71.43,4,2,989.61,0.44,19.16,2,1960,2013-07-25,False
BPYPN,21012.16,20000,0,2,2,0,100.0,2,0,1012.16,2.05,1.38,1,236,2020-06-01,False
BPYPN,20754.32,20000,0,1,1,0,100.0,1,0,754.32,0,4.66,2,236,2020-06-01,False
BPYPO,19214.09,20000,0,4,2,2,50.0,1,2,-785.91,-0.91,15.78,1,360,2019-12-02,False
BPYPO,18263.78,20000,1,2,1,1,50.0,1,1,-1736.22,-1.18,32.27,2,360,2019-12-02,False
BPYPP,21636.12,20000,1,4,2,2,50.0,2,1,1636.12,1.13,4.57,1,465,2019-07-03,False
BPYPP,20544.83,20000,1,2,2,0,100.0,2,0,544.83,1.42,14.16,2,465,2019-07-03,False
BPYU,19962.26,20000,0,2,1,1,50.0,1,1,-37.74,-1.32,1.65,1,228,2020-06-11,False
BPYU,22454.81,20000,0,1,1,0,100.0,1,0,2454.81,0,5.05,2,228,2020-06-11,False
BRKL,16850.68,20000,0,35,18,17,51.43,5,5,-3149.32,-1.19,18.19,1,4359,2004-01-13,True
BRKL,15034.029999999999,20000,0,22,12,10,54.55,6,7,-4965.97,-1.03,29.43,2,4359,2004-01-13,True
BRKS,22371.4,20000,1,45,27,18,60.0,5,3,2371.4,0.61,19.18,1,4359,2004-01-13,True
BRKS,34131.25,20000,1,27,19,8,70.37,8,3,14131.25,1.76,23.21,2,4359,2004-01-13,True
BRP,26332.19,20000,1,27,19,8,70.37,5,3,6332.19,2.73,9.39,1,2850,2004-01-13,True
BRP,30431.43,20000,1,17,10,7,58.82,5,2,10431.43,1.59,19.24,2,2850,2004-01-13,True
DOOO,21840.64,20000,0,5,5,0,100.0,5,0,1840.64,1.94,5.69,1,594,2018-12-27,False
DOOO,23004.88,20000,0,3,3,0,100.0,3,0,3004.88,2.78,5.7,2,594,2018-12-27,False
BRKR,20982.82,20000,0,36,22,14,61.11,8,5,982.82,0.24,22.55,1,4359,2004-01-13,True
BRKR,26920.23,20000,0,21,14,7,66.67,5,1,6920.23,0.72,37.78,2,4359,2004-01-13,True
BMTC,23923.57,20000,0,36,23,13,63.89,6,2,3923.57,1.74,8.08,1,4340,2004-01-14,True
BMTC,24133.21,20000,0,24,16,8,66.67,5,2,4133.21,1.18,22.66,2,4340,2004-01-14,True
BSQR,21772.69,20000,1,24,14,10,58.33,4,3,1772.69,0.39,21.22,1,4318,2004-01-13,True
BSQR,24206.55,20000,1,14,7,7,50.0,3,2,4206.55,0.34,38.35,2,4318,2004-01-13,True
BLDR,20273.06,20000,0,34,22,12,64.71,6,4,273.06,0.05,25.5,1,3925,2005-10-03,True
BLDR,41338.66,20000,0,21,13,8,61.9,3,3,21338.66,1.33,57.96,2,3925,2005-10-03,True
BFST,21594.09,20000,0,4,3,1,75.0,3,1,1594.09,2.2,3.21,1,701,2018-07-25,False
BFST,22178.69,20000,0,2,2,0,100.0,2,0,2178.69,1.71,10.13,2,701,2018-07-25,False
CFFI,17245.95,20000,0,31,17,14,54.84,3,3,-2754.05,-0.87,22.03,1,3964,2004-01-13,True
CFFI,18624.54,20000,0,20,11,9,55.0,4,3,-1375.46,-0.29,25.87,2,3964,2004-01-13,True
CHRW,23530.06,20000,0,42,30,12,71.43,7,4,3530.06,2.23,7.89,1,4339,2004-01-13,True
CHRW,26929.739999999998,20000,0,25,15,10,60.0,5,3,6929.74,1.82,15.14,2,4339,2004-01-13,True
CCMP,26505.48,20000,0,48,36,12,75.0,9,3,6505.48,2.06,10.26,1,4359,2004-01-13,True
CCMP,38695.08,20000,0,30,23,7,76.67,7,2,18695.08,2.91,22.32,2,4359,2004-01-13,True
CDNS,21444.51,20000,0,40,28,12,70.0,6,2,1444.51,0.37,20.19,1,3834,2006-02-13,False
CDNS,28388.239999999998,20000,0,23,17,6,73.91,9,2,8388.24,1.47,32.06,2,3834,2006-02-13,False
CDZI,29831.989999999998,20000,0,31,21,10,67.74,6,3,9831.99,1.67,15.27,1,3892,2005-10-12,True
CDZI,31080.89,20000,1,19,11,8,57.89,3,2,11080.89,0.96,29.67,2,3892,2005-10-12,True
CZR,23801.97,20000,0,24,15,9,62.5,6,2,3801.97,0.81,20.95,1,2617,2004-04-19,True
CZR,90271.02,20000,0,14,9,5,64.29,4,2,70271.02,1.16,35.99,2,2617,2004-04-19,True
CSTE,21073.36,20000,0,22,15,7,68.18,4,2,1073.36,0.28,14.33,1,2225,2012-07-03,False
CSTE,22722.73,20000,1,14,10,4,71.43,5,2,2722.73,0.37,25.47,2,2225,2012-07-03,False
CLBS,66806.95999999999,20000,1,9,8,1,88.89,4,1,46806.96,1.17,15.92,1,1419,2015-09-17,False
CLBS,66563.33,20000,1,6,4,2,66.67,3,1,46563.33,1.21,15.92,2,1419,2015-09-17,False
CHY,17900.48,20000,0,35,17,18,48.57,5,6,-2099.52,-0.97,21.96,1,4359,2004-01-13,True
CHY,15954.380000000001,20000,1,21,10,11,47.62,3,3,-4045.62,-1.62,29.04,2,4359,2004-01-13,True
CHI,21606.97,20000,0,34,23,11,67.65,7,4,1606.97,0.68,15.58,1,4359,2004-01-13,True
CHI,19527.29,20000,1,21,12,9,57.14,6,4,-472.71,-0.12,30.98,2,4359,2004-01-13,True
CCD,22118.7,20000,0,14,11,3,78.57,4,1,2118.7,1.17,7.7,1,1468,2015-07-09,False
CCD,19977.99,20000,1,7,4,3,57.14,2,2,-22.01,-0.02,20.35,2,1468,2015-07-09,False
CHW,20163.85,20000,0,31,22,9,70.97,5,3,163.85,0.06,16.9,1,3419,2007-10-08,False
CHW,23599.02,20000,0,17,9,8,52.94,3,3,3599.02,0.73,18.89,2,3419,2007-10-08,False
CGO,16792.34,20000,0,30,16,14,53.33,3,5,-3207.66,-1.54,23.66,1,3836,2006-02-09,False
CGO,16389.010000000002,20000,1,16,6,10,37.5,1,3,-3610.99,-0.58,35.12,2,3836,2006-02-09,False
CPZ,21285.69,20000,0,3,3,0,100.0,3,0,1285.69,1.72,3.17,1,292,2020-03-11,False
CPZ,21603.4,20000,1,1,1,0,100.0,1,0,1603.4,0,6.92,2,292,2020-03-11,False
CSQ,22436.73,20000,0,44,34,10,77.27,10,3,2436.73,0.95,15.87,1,4237,2004-07-09,True
CSQ,23818.91,20000,1,25,19,6,76.0,10,2,3818.91,0.65,31.57,2,4237,2004-07-09,True
CAMP,23412.75,20000,0,29,21,8,72.41,8,1,3412.75,1.02,20.57,1,4359,2004-01-13,True
CAMP,52777.44,20000,1,16,10,6,62.5,4,3,32777.44,1.25,42.69,2,4359,2004-01-13,True
CVGW,25865.21,20000,0,31,24,7,77.42,9,2,5865.21,2.81,7.91,1,4350,2004-01-14,True
CVGW,33168.03,20000,1,19,16,3,84.21,11,1,13168.03,3.12,10.56,2,4350,2004-01-14,True
CALA,28097.55,20000,1,11,5,6,45.45,2,3,8097.55,0.82,25.51,1,1886,2004-01-23,True
CALA,41396.21,20000,1,7,3,4,42.86,2,2,21396.21,1.06,21.21,2,1886,2004-01-23,True
CALM,23291.75,20000,1,35,24,11,68.57,6,2,3291.75,1.49,13.2,1,4359,2004-01-13,True
CALM,20674.22,20000,1,21,13,8,61.9,5,2,674.22,0.2,27.41,2,4359,2004-01-13,True
CLMT,24069.82,20000,0,33,25,8,75.76,6,2,4069.82,1.08,12.97,1,3775,2006-05-09,False
CLMT,29640.64,20000,1,18,14,4,77.78,10,1,9640.64,1.47,16.89,2,3775,2006-05-09,False
CLXT,17823.28,20000,0,5,3,2,60.0,1,1,-2176.72,-0.6,22.16,1,885,2017-10-30,False
CLXT,17118.84,20000,1,3,1,2,33.33,1,2,-2881.16,-0.82,40.75,2,885,2017-10-30,False
CMBM,21054.71,20000,0,3,2,1,66.67,1,1,1054.71,1.78,8.8,1,399,2019-10-07,False
CMBM,22733.94,20000,1,2,2,0,100.0,2,0,2733.94,1.72,11.51,2,399,2019-10-07,False
CATC,21254.48,20000,0,7,5,2,71.43,3,1,1254.48,1.19,3.02,1,812,2018-02-12,False
CATC,21268.42,20000,0,4,3,1,75.0,2,1,1268.42,1.24,3.0,2,812,2018-02-12,False
CAC,24512.8,20000,0,43,31,12,72.09,8,2,4512.8,2.1,8.24,1,4358,2004-01-13,True
CAC,25329.63,20000,0,25,18,7,72.0,4,2,5329.63,1.84,10.11,2,4358,2004-01-13,True
CAMT,23178.13,20000,0,33,17,16,51.52,3,3,3178.13,0.68,22.11,1,4332,2004-01-13,True
CAMT,26641.18,20000,1,21,11,10,52.38,4,2,6641.18,0.54,55.34,2,4332,2004-01-13,True
CSIQ,21950.84,20000,0,28,19,9,67.86,4,2,1950.84,0.42,21.08,1,3575,2007-02-26,False
CSIQ,18483.63,20000,0,18,11,7,61.11,3,2,-1516.37,-0.17,41.88,2,3575,2007-02-26,False
CGIX,18945.5,20000,1,5,2,3,40.0,1,2,-1054.5,-0.19,33.97,1,1875,2013-11-22,False
CGIX,14461.4,20000,1,3,0,3,0.0,0,3,-5538.6,-2.46,77.4,2,1875,2013-11-22,False
CPHC,21476.1,20000,0,14,10,4,71.43,3,1,1476.1,1.01,10.21,1,2685,2008-12-19,False
CPHC,23117.91,20000,0,9,7,2,77.78,4,1,3117.91,1.15,15.67,2,2685,2008-12-19,False
CBNK,20936.01,20000,0,16,9,7,56.25,3,2,936.01,0.43,13.13,1,2958,2006-10-30,False
CBNK,19506.48,20000,1,10,6,4,60.0,2,1,-493.52,-0.14,24.17,2,2958,2006-10-30,False
CCBG,20816.47,20000,0,31,20,11,64.52,5,3,816.47,0.44,10.59,1,4359,2004-01-13,True
CCBG,18853.89,20000,0,19,9,10,47.37,3,4,-1146.11,-0.51,24.78,2,4359,2004-01-13,True
CPLP,21394.06,20000,0,26,18,8,69.23,5,3,1394.06,0.29,17.91,1,3480,2007-07-12,False
CPLP,12734.189999999999,20000,0,13,7,6,53.85,2,3,-7265.81,-0.89,57.51,2,3480,2007-07-12,False
CSWC,24361.16,20000,0,34,28,6,82.35,11,3,4361.16,1.5,16.37,1,4344,2004-01-22,True
CSWC,25192.91,20000,0,21,18,3,85.71,7,1,5192.91,1.24,30.17,2,4344,2004-01-22,True
CSWCL,19997.45,20000,0,3,2,1,66.67,2,1,-2.55,-0.93,0.05,1,763,2018-04-03,False
CSWCL,19995.16,20000,0,2,1,1,50.0,1,1,-4.84,-1.03,0.09,2,763,2018-04-03,False
CPTA,20555.0,20000,0,10,4,6,40.0,2,2,555.0,1.08,3.56,1,1846,2014-01-07,False
CPTA,18051.56,20000,0,7,1,6,14.29,1,4,-1948.44,-0.88,17.39,2,1846,2014-01-07,False
CPTAG,20448.75,20000,0,8,5,3,62.5,2,1,448.75,1.27,1.94,1,879,2017-09-13,False
CPTAG,19814.02,20000,0,6,3,3,50.0,1,2,-185.98,-0.11,15.8,2,879,2017-09-13,False
CPTAL,21185.06,20000,0,3,2,1,66.67,2,1,1185.06,1.11,3.14,1,900,2017-09-01,False
CPTAL,20000.12,20000,1,1,1,0,100.0,1,0,0.12,0,4.68,2,900,2017-09-01,False
CFFN,21897.56,20000,0,35,25,10,71.43,7,3,1897.56,1.28,8.03,1,4339,2004-01-13,True
CFFN,22302.91,20000,0,21,15,6,71.43,4,1,2302.91,0.87,15.16,2,4339,2004-01-13,True
CAPR,43671.270000000004,20000,0,10,6,4,60.0,2,2,23671.27,1.28,19.85,1,1482,2015-06-18,False
CAPR,60851.75,20000,0,8,4,4,50.0,2,3,40851.75,1.2,43.36,2,1482,2015-06-18,False
CSTR,20172.34,20000,0,32,20,12,62.5,5,3,172.34,0.05,15.34,1,3546,2004-01-13,True
CSTR,22895.62,20000,1,17,9,8,52.94,4,3,2895.62,0.59,19.36,2,3546,2004-01-13,True
CPST,22033.77,20000,0,25,13,12,52.0,4,4,2033.77,0.23,38.09,1,4359,2004-01-13,True
CPST,18175.83,20000,0,16,7,9,43.75,3,3,-1824.17,-0.13,48.87,2,4359,2004-01-13,True
CARA,17579.87,20000,0,10,5,5,50.0,3,2,-2420.13,-0.71,24.9,1,1758,2014-05-14,False
CARA,24749.23,20000,0,7,2,5,28.57,2,3,4749.23,0.52,32.54,2,1758,2014-05-14,False
CSII,15105.279999999999,20000,0,25,16,9,64.0,6,2,-4894.72,-1.28,28.62,1,2999,2009-06-09,False
CSII,19775.35,20000,0,19,13,6,68.42,5,3,-224.65,-0.04,29.48,2,2999,2009-06-09,False
CDLX,21747.87,20000,0,5,4,1,80.0,3,1,1747.87,1.39,13.49,1,744,2018-05-23,False
CDLX,24673.66,20000,1,3,2,1,66.67,2,1,4673.66,1.16,18.55,2,744,2018-05-23,False
CATM,26223.87,20000,0,31,26,5,83.87,12,2,6223.87,3.17,6.12,1,3303,2008-03-26,False
CATM,28184.67,20000,0,20,14,6,70.0,7,2,8184.67,1.55,16.53,2,3303,2008-03-26,False
CDNA,20931.1,20000,0,11,5,6,45.45,2,3,931.1,0.28,24.26,1,1641,2014-10-28,False
CDNA,20418.28,20000,0,6,2,4,33.33,1,4,418.28,0.06,43.47,2,1641,2014-10-28,False
CTRE,21236.91,20000,0,16,13,3,81.25,7,1,1236.91,0.78,8.27,1,1674,2014-09-12,False
CTRE,23729.45,20000,0,9,6,3,66.67,4,2,3729.45,1.44,15.52,2,1674,2014-09-12,False
CARG,20164.31,20000,0,6,5,1,83.33,5,1,164.31,0.09,12.46,1,826,2018-01-25,False
CARG,18587.59,20000,0,3,2,1,66.67,2,1,-1412.41,-0.39,26.4,2,826,2018-01-25,False
TAST,22314.21,20000,0,24,14,10,58.33,4,2,2314.21,1.54,7.71,1,3550,2007-04-02,False
TAST,17013.989999999998,20000,0,13,7,6,53.85,3,2,-2986.01,-0.61,27.85,2,3550,2007-04-02,False
CARV,25797.69,20000,1,10,7,3,70.0,5,1,5797.69,2.15,39.51,1,2678,2007-11-15,False
CARV,28386.36,20000,1,6,4,2,66.67,4,1,8386.36,1.01,58.82,2,2678,2007-11-15,False
CASA,18483.25,20000,0,15,9,6,60.0,4,2,-1516.75,-0.58,20.72,1,2198,2004-02-05,True
CASA,45061.55,20000,0,9,6,3,66.67,3,2,25061.55,0.99,55.8,2,2198,2004-02-05,True
CWST,21390.35,20000,1,31,21,10,67.74,13,5,1390.35,0.27,33.67,1,4359,2004-01-13,True
CWST,41295.5,20000,1,20,13,7,65.0,4,3,21295.5,0.91,50.22,2,4359,2004-01-13,True
CASY,25877.62,20000,0,46,37,9,80.43,7,1,5877.62,3.09,6.71,1,4359,2004-01-13,True
CASY,30223.89,20000,0,26,23,3,88.46,11,2,10223.89,4.23,8.11,2,4359,2004-01-13,True
CASI,22219.07,20000,0,13,9,4,69.23,3,2,2219.07,0.42,21.02,1,1665,2014-09-25,False
CASI,22245.1,20000,1,7,2,5,28.57,1,3,2245.1,0.15,33.85,2,1665,2014-09-25,False
CASS,26663.02,20000,1,30,25,5,83.33,7,1,6663.02,3.47,4.9,1,4194,2004-02-17,True
CASS,32553.2,20000,1,17,13,4,76.47,7,1,12553.2,2.58,11.16,2,4194,2004-02-17,True
SAVA,32664.379999999997,20000,0,4,4,0,100.0,4,0,12664.38,1.24,14.25,1,461,2019-07-10,False
SAVA,57042.29,20000,0,2,2,0,100.0,2,0,37042.29,4.49,52.53,2,461,2019-07-10,False
CSTL,21390.53,20000,0,7,6,1,85.71,4,1,1390.53,1.87,9.26,1,1310,2004-01-13,True
CSTL,22954.38,20000,0,5,4,1,80.0,4,1,2954.38,1.13,15.59,2,1310,2004-01-13,True
CATB,19034.48,20000,1,11,6,5,54.55,2,2,-965.52,-0.28,24.21,1,1406,2015-10-06,False
CATB,22279.44,20000,1,8,4,4,50.0,2,2,2279.44,0.43,34.74,2,1406,2015-10-06,False
CBIO,18358.28,20000,1,5,1,4,20.0,1,3,-1641.72,-1.64,19.09,1,1366,2015-12-02,False
CBIO,13489.4,20000,1,3,0,3,0.0,0,3,-6510.6,-2.43,43.08,2,1366,2015-12-02,False
CPRX,23008.2,20000,0,17,8,9,47.06,2,3,3008.2,0.41,36.96,1,3549,2007-02-23,False
CPRX,30173.58,20000,0,11,7,4,63.64,6,3,10173.58,1.25,35.69,2,3549,2007-02-23,False
CATS,14705.93,20000,0,10,8,2,80.0,6,2,-5294.07,-0.38,68.61,1,2070,2004-01-13,True
CATS,4270.99,20000,0,6,3,3,50.0,2,3,-15729.01,-1.3,81.44,2,2070,2004-01-13,True
CATY,20513.26,20000,0,48,33,15,68.75,7,2,513.26,0.15,16.69,1,4359,2004-01-13,True
CATY,17401.03,20000,0,30,18,12,60.0,4,2,-2598.97,-0.47,28.88,2,4359,2004-01-13,True
CVCO,30440.879999999997,20000,0,45,35,10,77.78,9,4,10440.88,4.2,8.09,1,4358,2004-01-13,True
CVCO,33471.75,20000,1,27,22,5,81.48,10,1,13471.75,3.09,17.24,2,4358,2004-01-13,True
CBFV,19826.57,20000,0,6,3,3,50.0,1,2,-173.43,-0.12,10.73,1,1466,2015-02-23,False
CBFV,20089.99,20000,1,4,3,1,75.0,2,1,89.99,0.05,13.35,2,1466,2015-02-23,False
CBAT,22235.41,20000,0,3,3,0,100.0,3,0,2235.41,1.23,17.01,1,540,2019-03-18,False
CBAT,55566.37,20000,0,3,3,0,100.0,3,0,35566.37,1.61,31.18,2,540,2019-03-18,False
CBMB,19523.92,20000,0,2,1,1,50.0,1,1,-476.08,-0.86,6.32,1,493,2019-01-17,False
CBMB,19169.72,20000,0,1,0,1,0.0,0,1,-830.28,0,13.86,2,493,2019-01-17,False
CBOE,21179.3,20000,0,18,14,4,77.78,7,2,1179.3,1.15,5.47,1,2672,2010-09-24,False
CBOE,24893.53,20000,1,10,7,3,70.0,4,1,4893.53,1.67,12.68,2,2672,2010-09-24,False
CBTX,19937.29,20000,0,5,3,2,60.0,3,2,-62.71,-0.24,9.21,1,807,2018-02-22,False
CBTX,20702.7,20000,0,3,2,1,66.67,1,1,702.7,0.62,16.08,2,807,2018-02-22,False
CDK,18544.63,20000,0,14,9,5,64.29,4,3,-1455.37,-0.83,17.66,1,1863,2011-05-03,False
CDK,38573.3,20000,0,9,6,3,66.67,4,2,18573.3,1.05,12.05,2,1863,2011-05-03,False
CDW,23984.989999999998,20000,0,21,19,2,90.48,10,1,3984.99,2.06,8.69,1,1908,2013-10-08,False
CDW,31273.95,20000,1,12,10,2,83.33,5,1,11273.95,2.61,13.57,2,1908,2013-10-08,False
CECE,22709.06,20000,0,28,17,11,60.71,9,3,2709.06,0.58,20.57,1,4316,2004-02-10,True
CECE,35007.24,20000,1,17,11,6,64.71,6,2,15007.24,1.38,38.39,2,4316,2004-02-10,True
CELC,20126.32,20000,0,11,8,3,72.73,6,3,126.32,0.04,20.0,1,840,2018-01-02,False
CELC,15910.02,20000,1,5,3,2,60.0,2,2,-4089.98,-0.8,39.43,2,840,2018-01-02,False
CLDX,24075.3,20000,1,24,18,6,75.0,8,2,4075.3,0.68,26.06,1,3100,2009-01-13,False
CLDX,21399.26,20000,1,13,6,7,46.15,2,2,1399.26,0.15,32.02,2,3100,2009-01-13,False
APOP,27983.89,20000,0,5,2,3,40.0,2,3,7983.89,0.9,17.58,1,1120,2016-11-08,False
APOP,36570.86,20000,0,3,1,2,33.33,1,2,16570.86,0.93,25.21,2,1120,2016-11-08,False
CLRB,11138.32,20000,1,3,0,3,0.0,0,3,-8861.68,-2.45,45.69,1,1619,2014-11-25,False
CLRB,10880.06,20000,1,2,0,2,0.0,0,2,-9119.94,-891.95,47.0,2,1619,2014-11-25,False
CLLS,17563.69,20000,0,12,5,7,41.67,2,3,-2436.31,-1.02,28.26,1,1470,2015-07-07,False
CLLS,19152.58,20000,0,7,4,3,57.14,3,2,-847.42,-0.2,44.01,2,1470,2015-07-07,False
CBMG,26567.57,20000,0,17,13,4,76.47,5,2,6567.57,2.35,7.14,1,1663,2014-09-29,False
CBMG,24271.489999999998,20000,1,10,5,5,50.0,2,3,4271.49,0.97,37.1,2,1663,2014-09-29,False
CLSN,22416.67,20000,1,15,9,6,60.0,5,3,2416.67,0.42,32.31,1,3165,2008-10-09,False
CLSN,20811.22,20000,1,10,5,5,50.0,3,4,811.22,0.07,45.51,2,3165,2008-10-09,False
CELH,75245.12,20000,0,11,9,2,81.82,4,1,55245.12,1.28,6.09,1,1150,2010-05-24,False
CELH,107364.29,20000,0,6,4,2,66.67,3,2,87364.29,1.66,26.17,2,1150,2010-05-24,False
CYAD,20925.26,20000,1,9,5,4,55.56,2,2,925.26,0.4,13.34,1,1348,2015-10-02,False
CYAD,17822.93,20000,1,5,1,4,20.0,1,4,-2177.07,-1.25,29.33,2,1348,2015-10-02,False
CETX,19412.53,20000,1,2,0,2,0.0,0,2,-587.47,-1.54,8.02,1,1406,2015-10-06,False
CETX,22384.11,20000,1,1,1,0,100.0,1,0,2384.11,0,33.39,2,1406,2015-10-06,False
CETXP,19928.85,20000,0,2,1,1,50.0,1,1,-71.15,-1.4,3.79,1,694,2017-06-05,False
CETXP,16958.73,20000,0,1,0,1,0.0,0,1,-3041.27,0,26.18,2,694,2017-06-05,False
CDEV,22452.62,20000,0,7,4,3,57.14,2,2,2452.62,0.37,30.77,1,1078,2017-01-25,False
CDEV,19059.56,20000,1,3,1,2,33.33,1,2,-940.44,-0.27,41.04,2,1078,2017-01-25,False
CETV,17666.75,20000,1,32,20,12,62.5,6,3,-2333.25,-0.41,37.51,1,4288,2004-01-13,True
CETV,20871.07,20000,1,21,14,7,66.67,4,2,871.07,0.08,65.85,2,4288,2004-01-13,True
CFBK,17789.06,20000,1,14,6,8,42.86,4,4,-2210.94,-0.95,23.2,1,3394,2006-03-08,False
CFBK,14688.939999999999,20000,1,8,3,5,37.5,2,4,-5311.06,-0.86,49.0,2,3394,2006-03-08,False
CENT,21787.06,20000,1,39,28,11,71.79,10,2,1787.06,0.79,11.86,1,4359,2004-01-13,True
CENT,28699.690000000002,20000,1,23,18,5,78.26,8,3,8699.69,1.48,27.01,2,4359,2004-01-13,True
CENTA,26808.17,20000,1,34,24,10,70.59,8,3,6808.17,2.7,5.98,1,3517,2007-05-18,False
CENTA,36041.6,20000,1,19,15,4,78.95,5,1,16041.6,2.3,21.33,2,3517,2007-05-18,False
CVCY,20761.47,20000,0,24,16,8,66.67,4,3,761.47,0.24,19.35,1,3632,2004-10-21,True
CVCY,22881.15,20000,0,14,8,6,57.14,2,2,2881.15,0.39,38.27,2,3632,2004-10-21,True
CENX,25129.96,20000,0,38,25,13,65.79,7,3,5129.96,0.67,47.92,1,4359,2004-01-13,True
CENX,58822.87,20000,0,26,18,8,69.23,4,2,38822.87,1.31,27.99,2,4359,2004-01-13,True
CNBKA,24980.89,20000,0,30,22,8,73.33,9,3,4980.89,2.28,9.38,1,4245,2004-01-13,True
CNBKA,30587.73,20000,0,18,13,5,72.22,5,1,10587.73,1.89,14.99,2,4245,2004-01-13,True
CNTY,25281.29,20000,0,26,16,10,61.54,5,2,5281.29,2.5,11.55,1,4359,2004-01-13,True
CNTY,23815.98,20000,1,16,9,7,56.25,5,4,3815.98,0.68,29.98,2,4359,2004-01-13,True
CRNT,21267.33,20000,0,36,26,10,72.22,7,2,1267.33,0.31,16.51,1,4359,2004-01-13,True
CRNT,22266.37,20000,1,20,10,10,50.0,3,3,2266.37,0.37,49.28,2,4359,2004-01-13,True
CERC,19016.89,20000,1,7,4,3,57.14,3,2,-983.11,-0.32,20.81,1,1304,2016-03-02,False
CERC,22914.83,20000,1,3,2,1,66.67,2,1,2914.83,0.4,31.98,2,1304,2016-03-02,False
CRNC,21467.01,20000,0,2,2,0,100.0,2,0,1467.01,1.42,3.14,1,331,2020-01-14,False
CRNC,22199.61,20000,0,1,1,0,100.0,1,0,2199.61,0,8.31,2,331,2020-01-14,False
CERN,23372.239999999998,20000,0,35,29,6,82.86,17,2,3372.24,1.83,8.41,1,4359,2004-01-13,True
CERN,30357.489999999998,20000,0,23,18,5,78.26,6,1,10357.49,2.48,13.9,2,4359,2004-01-13,True
