Symbol,Ending Value,Starting Value,Positions Still Open,Total Positions Closed,Total Won,Total Lost,Strike Rate,Win Streak,Lose Streak,Net Profit or Loss,SQN Score,Max Drawdown %,Pyramid Limit,Total Bars,First Date Recorded,First Date Recorded Meets Requirements
YIN,18269.19,20000,1,4,1,3,25.0,1,3,-1730.81,-1.12,13.68,2,1149,2016-08-08,False
YMAB,21297.62,20000,1,3,3,0,100.0,3,0,1297.62,2.3,4.02,1,589,2019-01-04,False
YMAB,20795.11,20000,1,1,1,0,100.0,1,0,795.11,0,7.86,2,589,2019-01-04,False
YGYI,17523.82,20000,1,5,3,2,60.0,1,1,-2476.18,-1.38,16.7,1,860,2017-10-02,False
YGYI,17368.56,20000,1,3,0,3,0.0,0,3,-2631.44,-1.8,16.74,2,860,2017-10-02,False
YGYIP,21632.0,20000,1,2,1,1,50.0,1,1,1632.0,0.61,8.63,1,283,2020-01-06,False
YGYIP,20991.91,20000,1,1,1,0,100.0,1,0,991.91,0,16.72,2,283,2020-01-06,False
YRCW,21036.61,20000,0,24,15,9,62.5,7,2,1036.61,0.22,21.75,1,3751,2006-04-18,False
YRCW,5324.030000000001,20000,0,16,6,10,37.5,4,4,-14675.97,-0.54,87.68,2,3751,2006-04-18,False
CTIB,26415.41,20000,0,14,7,7,50.0,3,2,6415.41,0.59,34.75,1,3783,2004-01-30,True
CTIB,50017.61,20000,0,10,5,5,50.0,1,2,30017.61,1.14,55.43,2,3783,2004-01-30,True
YJ,18413.52,20000,0,3,1,2,33.33,1,2,-1586.48,-1.32,22.54,1,436,2019-08-14,False
YJ,16792.18,20000,1,1,0,1,0.0,0,1,-3207.82,0,29.05,2,436,2019-08-14,False
ZAGG,20035.27,20000,0,18,7,11,38.89,5,6,35.27,0.01,30.66,1,2820,2010-02-24,False
ZAGG,42378.07,20000,0,13,6,7,46.15,4,4,22378.07,0.89,30.98,2,2820,2010-02-24,False
ZLAB,20035.89,20000,0,7,4,3,57.14,2,2,35.89,0.1,6.44,1,842,2018-01-02,False
ZLAB,20965.38,20000,0,5,3,2,60.0,2,2,965.38,1.1,8.57,2,842,2018-01-02,False
ZEAL,24775.56,20000,0,7,7,0,100.0,7,0,4775.56,6.41,4.77,1,860,2017-11-17,False
ZEAL,24934.67,20000,0,4,4,0,100.0,4,0,4934.67,3.51,15.08,2,860,2017-11-17,False
ZBRA,24001.37,20000,0,39,29,10,74.36,9,2,4001.37,1.33,11.86,1,4359,2004-01-13,True
ZBRA,26984.12,20000,1,22,14,8,63.64,5,3,6984.12,1.16,15.86,2,4359,2004-01-13,True
ZNTL,19443.4,20000,0,1,0,1,0.0,0,1,-556.6,0,9.56,1,204,2020-07-16,False
ZNTL,20649.64,20000,0,1,1,0,100.0,1,0,649.64,0,12.18,2,204,2020-07-16,False
Z,20229.48,20000,0,21,14,7,66.67,4,3,229.48,0.04,31.7,1,2412,2011-10-05,False
Z,35593.09,20000,0,13,7,6,53.85,2,2,15593.09,0.89,43.72,2,2412,2011-10-05,False
ZG,23674.35,20000,0,10,7,3,70.0,3,1,3674.35,1.98,6.15,1,1370,2015-11-25,False
ZG,37142.240000000005,20000,0,6,5,1,83.33,3,1,17142.24,1.19,17.26,2,1370,2015-11-25,False
ZION,19502.48,20000,0,38,26,12,68.42,6,2,-497.52,-0.1,32.62,1,4359,2004-01-13,True
ZION,15061.65,20000,0,25,16,9,64.0,4,3,-4938.35,-0.57,55.24,2,4359,2004-01-13,True
ZIOP,25284.25,20000,0,25,13,12,52.0,4,5,5284.25,0.85,26.96,1,3596,2007-01-11,False
ZIOP,23152.6,20000,0,15,8,7,53.33,3,2,3152.6,0.42,50.85,2,3596,2007-01-11,False
ZIXI,20044.79,20000,0,32,17,15,53.12,3,4,44.79,0.01,35.31,1,4359,2004-01-13,True
ZIXI,17459.57,20000,1,20,10,10,50.0,2,2,-2540.43,-0.31,58.55,2,4359,2004-01-13,True
ZKIN,21185.26,20000,0,3,2,1,66.67,2,1,1185.26,1.22,0.61,1,853,2017-12-13,False
ZKIN,19993.91,20000,1,1,0,1,0.0,0,1,-6.09,0,5.3,2,853,2017-12-13,False
ZGNX,22662.28,20000,1,19,13,6,68.42,5,3,2662.28,0.57,18.37,1,2558,2011-03-08,False
ZGNX,24037.55,20000,1,12,7,5,58.33,5,2,4037.55,1.21,46.26,2,2558,2011-03-08,False
ZM,20631.47,20000,1,3,2,1,66.67,2,1,631.47,1.29,10.36,1,446,2019-07-31,False
ZM,24466.28,20000,1,2,1,1,50.0,1,1,4466.28,0.97,11.92,2,446,2019-07-31,False
ZSAN,12720.74,20000,0,4,2,2,50.0,1,2,-7279.26,-1.67,46.16,1,1496,2015-05-08,False
ZSAN,7391.08,20000,1,2,0,2,0.0,0,2,-12608.92,-2.8,69.12,2,1496,2015-05-08,False
ZVO,19999.24,20000,0,1,0,1,0.0,0,1,-0.76,0,0.01,1,449,2019-07-26,False
ZVO,19347.16,20000,0,1,0,1,0.0,0,1,-652.84,0,14.6,2,449,2019-07-26,False
ZS,23665.989999999998,20000,0,8,6,2,75.0,3,1,3665.99,3.1,7.12,1,720,2018-06-27,False
ZS,25881.89,20000,0,4,4,0,100.0,4,0,5881.89,3.41,16.07,2,720,2018-06-27,False
ZUMZ,20100.06,20000,0,32,18,14,56.25,4,5,100.06,0.02,39.62,1,3957,2005-08-17,True
ZUMZ,25137.66,20000,1,20,12,8,60.0,3,3,5137.66,0.66,29.56,2,3957,2005-08-17,True
ZYNE,15200.68,20000,1,9,4,5,44.44,3,3,-4799.32,-0.86,53.88,1,1378,2015-11-13,False
ZYNE,11137.12,20000,1,5,1,4,20.0,1,4,-8862.88,-0.79,70.73,2,1378,2015-11-13,False
ZYXI,20814.69,20000,0,3,2,1,66.67,2,1,814.69,0.38,13.2,1,492,2019-05-24,False
ZYXI,22424.94,20000,0,2,2,0,100.0,2,0,2424.94,4.69,27.67,2,492,2019-05-24,False
ZNGA,14763.45,20000,0,17,10,7,58.82,5,3,-5236.55,-1.38,30.85,1,2290,2012-03-30,False
ZNGA,15425.9,20000,1,11,6,5,54.55,2,3,-4574.1,-0.63,44.37,2,2290,2012-03-30,False
XXII,13885.76,20000,0,10,5,5,50.0,3,3,-6114.24,-1.58,37.2,1,1732,2014-06-20,False
XXII,13052.369999999999,20000,0,6,1,5,16.67,1,3,-6947.63,-1.24,45.49,2,1732,2014-06-20,False
FAX,18554.49,20000,0,28,14,14,50.0,5,4,-1445.51,-0.79,12.87,1,4359,2004-01-13,True
FAX,19494.7,20000,1,16,10,6,62.5,4,3,-505.3,-0.11,24.33,2,4359,2004-01-13,True
IAF,20588.28,20000,0,38,26,12,68.42,6,3,588.28,0.21,13.45,1,4359,2004-01-13,True
IAF,20584.45,20000,0,23,10,13,43.48,3,4,584.45,0.11,26.79,2,4359,2004-01-13,True
AEF,12389.67,20000,0,21,10,11,47.62,3,6,-7610.33,-1.85,41.83,1,3006,2004-01-13,True
AEF,11878.46,20000,1,12,4,8,33.33,1,3,-8121.54,-1.09,45.06,2,3006,2004-01-13,True
FCO,20292.26,20000,0,38,20,18,52.63,8,4,292.26,0.18,10.12,1,4359,2004-01-13,True
FCO,20897.14,20000,0,23,12,11,52.17,4,3,897.14,0.23,19.6,2,4359,2004-01-13,True
ACU,25097.87,20000,1,36,28,8,77.78,7,2,5097.87,1.52,13.56,1,4208,2004-01-29,True
ACU,22731.2,20000,1,19,13,6,68.42,4,2,2731.2,0.39,27.76,2,4208,2004-01-29,True
ATNM,18199.54,20000,0,8,3,5,37.5,2,2,-1800.46,-0.56,21.83,1,1721,2014-07-08,False
ATNM,14706.560000000001,20000,0,6,4,2,66.67,3,1,-5293.44,-0.97,36.59,2,1721,2014-07-08,False
AE,24799.010000000002,20000,0,37,27,10,72.97,8,2,4799.01,1.48,8.96,1,4343,2004-01-13,True
AE,27960.91,20000,0,20,10,10,50.0,3,5,7960.91,1.14,19.8,2,4343,2004-01-13,True
ACY,24968.02,20000,0,22,13,9,59.09,4,3,4968.02,1.13,13.93,1,4006,2004-02-23,True
ACY,26247.22,20000,0,14,9,5,64.29,5,2,6247.22,0.96,29.02,2,4006,2004-02-23,True
UAVS,20001.95,20000,0,1,1,0,100.0,1,0,1.95,0,0.01,1,713,2018-07-09,False
UAVS,20004.1,20000,0,1,1,0,100.0,1,0,4.1,0,0.01,2,713,2018-07-09,False
AGE,20704.0,20000,1,9,6,3,66.67,3,1,704.0,1.42,2.04,1,1547,2004-01-13,True
AGE,20686.85,20000,1,7,5,2,71.43,5,1,686.85,1.23,7.1,2,1547,2004-01-13,True
AIRI,20359.56,20000,0,13,6,7,46.15,2,3,359.56,0.13,13.96,1,1863,2013-11-26,False
AIRI,20898.31,20000,0,9,6,3,66.67,3,2,898.31,0.15,24.18,2,1863,2013-11-26,False
AXU,26793.44,20000,1,26,16,10,61.54,3,3,6793.44,1.36,16.32,1,3360,2008-01-02,False
AXU,44791.1,20000,1,16,10,6,62.5,3,1,24791.1,1.76,23.46,2,3360,2008-01-02,False
ALO,17318.71,20000,0,13,5,8,38.46,2,3,-2681.29,-0.71,24.5,1,2301,2004-01-13,True
ALO,19151.43,20000,0,9,4,5,44.44,2,2,-848.57,-0.14,30.86,2,2301,2004-01-13,True
AAU,21841.53,20000,1,24,15,9,62.5,9,5,1841.53,0.48,23.44,1,3800,2006-04-03,False
AAU,21379.34,20000,1,14,6,8,42.86,4,4,1379.34,0.2,36.34,2,3800,2006-04-03,False
APT,38769.3,20000,0,21,13,8,61.9,5,2,18769.3,1.26,32.14,1,4359,2004-01-13,True
APT,10142.35,20000,1,12,5,7,41.67,2,4,-9857.65,-1.27,66.98,2,4359,2004-01-13,True
AAMC,16161.47,20000,1,14,9,5,64.29,5,3,-3838.53,-0.64,30.58,1,1739,2013-12-24,False
AAMC,19191.58,20000,1,9,4,5,44.44,2,3,-808.42,-0.08,42.41,2,1739,2013-12-24,False
AMBO,17899.83,20000,1,7,4,3,57.14,3,1,-2100.17,-0.94,31.91,1,1290,2010-11-15,False
AMBO,19293.15,20000,1,4,2,2,50.0,2,1,-706.85,-0.3,45.58,2,1290,2010-11-15,False
DIT,21061.38,20000,0,26,18,8,69.23,8,3,1061.38,0.43,12.65,1,3374,2004-01-16,True
DIT,20391.93,20000,0,15,9,6,60.0,4,3,391.93,0.11,21.48,2,3374,2004-01-16,True
AMS,20162.75,20000,0,24,12,12,50.0,2,3,162.75,0.03,18.07,1,4159,2004-01-13,True
AMS,20614.07,20000,0,14,6,8,42.86,2,2,614.07,0.09,28.21,2,4159,2004-01-13,True
USAS,22284.29,20000,0,6,5,1,83.33,3,1,2284.29,0.58,15.1,1,1011,2017-05-02,False
USAS,18021.92,20000,1,3,2,1,66.67,1,1,-1978.08,-0.33,31.74,2,1011,2017-05-02,False
AMPE,18459.06,20000,0,15,9,6,60.0,4,2,-1540.94,-0.23,40.05,1,2437,2011-08-30,False
AMPE,12610.76,20000,0,10,5,5,50.0,2,2,-7389.24,-0.64,68.92,2,2437,2011-08-30,False
ANVS,20003.8,20000,0,1,1,0,100.0,1,0,3.8,0,0.01,1,250,2020-05-11,False
ANVS,20008.31,20000,0,1,1,0,100.0,1,0,8.31,0,0.01,2,250,2020-05-11,False
ARMP,20213.32,20000,0,2,2,0,100.0,2,0,213.32,1.42,16.45,1,431,2019-08-21,False
ARMP,20212.6,20000,0,1,1,0,100.0,1,0,212.6,0,16.46,2,431,2019-08-21,False
AINC,21341.26,20000,0,10,5,5,50.0,2,2,1341.26,0.69,7.54,1,1466,2015-02-27,False
AINC,18039.39,20000,0,6,3,3,50.0,2,1,-1960.61,-0.44,23.07,2,1466,2015-02-27,False
AUG,20585.32,20000,1,2,1,1,50.0,1,1,585.32,1.41,9.15,1,816,2017-10-25,False
AUG,21596.47,20000,1,2,2,0,100.0,2,0,1596.47,5.31,9.15,2,816,2017-10-25,False
AWX,21531.14,20000,1,26,16,10,61.54,6,2,1531.14,0.58,49.16,1,3978,2004-02-05,True
AWX,20023.21,20000,1,19,11,8,57.89,4,2,23.21,0.01,67.4,2,3978,2004-02-05,True
ASM,20695.63,20000,0,18,7,11,38.89,3,6,695.63,0.14,29.71,1,2368,2011-11-10,False
ASM,24738.8,20000,0,11,4,7,36.36,2,4,4738.8,0.47,42.16,2,2368,2011-11-10,False
BTG,24363.14,20000,1,19,12,7,63.16,3,2,4363.14,1.4,9.66,1,2068,2009-04-14,False
BTG,32629.32,20000,1,12,6,6,50.0,4,3,12629.32,1.31,11.64,2,2068,2009-04-14,False
BTN,20965.95,20000,1,19,14,5,73.68,6,2,965.95,0.23,23.6,1,4088,2005-01-05,True
BTN,23283.17,20000,1,11,5,6,45.45,2,2,3283.17,0.42,27.08,2,4088,2005-01-05,True
BCV,20803.88,20000,0,31,23,8,74.19,8,2,803.88,1.06,5.79,1,4359,2004-01-13,True
BCV,18199.54,20000,1,19,12,7,63.16,4,2,-1800.46,-0.89,19.02,2,4359,2004-01-13,True
BHB,21463.05,20000,0,26,21,5,80.77,9,1,1463.05,0.99,9.32,1,4183,2004-01-16,True
BHB,23204.08,20000,0,16,10,6,62.5,2,1,3204.08,1.97,9.35,2,4183,2004-01-16,True
BRN,18676.85,20000,0,26,18,8,69.23,7,3,-1323.15,-0.33,25.91,1,4073,2004-03-16,True
BRN,20572.42,20000,0,15,8,7,53.33,3,2,572.42,0.11,24.1,2,4073,2004-03-16,True
BATL,21661.29,20000,0,2,2,0,100.0,2,0,1661.29,1.45,4.99,1,235,2020-06-02,False
BATL,19737.58,20000,0,1,0,1,0.0,0,1,-262.42,0,14.99,2,235,2020-06-02,False
BIOX,20909.35,20000,0,3,2,1,66.67,1,1,909.35,1.31,6.17,1,453,2019-06-26,False
BIOX,21327.55,20000,0,2,2,0,100.0,2,0,1327.55,1.63,6.17,2,453,2019-06-26,False
PHGE,19405.91,20000,0,2,1,1,50.0,1,1,-594.09,-0.64,11.57,1,309,2020-02-13,False
PHGE,19048.23,20000,1,1,0,1,0.0,0,1,-951.77,0,11.59,2,309,2020-02-13,False
BGI,28362.42,20000,1,8,4,4,50.0,2,1,8362.42,0.52,55.17,1,1930,2009-05-19,False
BGI,23776.9,20000,1,5,1,4,20.0,1,2,3776.9,0.21,62.36,2,1930,2009-05-19,False
BKTI,21352.81,20000,0,3,3,0,100.0,3,0,1352.81,1.23,11.97,1,656,2018-09-14,False
BKTI,21591.9,20000,0,2,2,0,100.0,2,0,1591.9,2.03,11.99,2,656,2018-09-14,False
BDR,20125.22,20000,0,20,14,6,70.0,4,2,125.22,0.03,19.82,1,3976,2004-01-14,True
BDR,23004.08,20000,0,13,6,7,46.15,2,4,3004.08,0.37,35.99,2,3976,2004-01-14,True
BRG,22679.14,20000,0,25,22,3,88.0,12,1,2679.14,1.1,13.87,1,2719,2004-01-13,True
BRG,28405.370000000003,20000,0,17,14,3,82.35,11,1,8405.37,2.39,12.32,2,2719,2004-01-13,True
DMF,21193.04,20000,0,35,25,10,71.43,7,3,1193.04,1.09,3.48,1,4359,2004-01-13,True
DMF,21456.01,20000,0,20,11,9,55.0,2,3,1456.01,0.82,9.28,2,4359,2004-01-13,True
BWL.A,20693.92,20000,0,17,9,8,52.94,2,2,693.92,0.73,8.12,1,2765,2004-03-17,True
BWL.A,21821.96,20000,0,11,6,5,54.55,3,2,1821.96,1.05,8.29,2,2765,2004-03-17,True
CMCL,23295.72,20000,1,3,2,1,66.67,2,1,3295.72,2.38,5.85,1,878,2017-11-07,False
CMCL,22533.0,20000,1,1,1,0,100.0,1,0,2533.0,0,23.98,2,878,2017-11-07,False
CANF,15890.9,20000,1,3,0,3,0.0,0,3,-4109.1,-3.91,42.49,1,1806,2014-03-05,False
CANF,15181.55,20000,1,3,1,2,33.33,1,2,-4818.45,-2.01,51.63,2,1806,2014-03-05,False
CVM,16928.91,20000,0,11,6,5,54.55,3,4,-3071.09,-0.6,37.25,1,4359,2004-01-13,True
CVM,36890.509999999995,20000,0,6,2,4,33.33,1,4,16890.51,0.87,41.19,2,4359,2004-01-13,True
CET,17502.38,20000,0,34,23,11,67.65,6,2,-2497.62,-0.91,17.82,1,4356,2004-01-13,True
CET,17669.15,20000,1,22,14,8,63.64,4,2,-2330.85,-0.42,30.87,2,4356,2004-01-13,True
LEU,22692.05,20000,1,4,3,1,75.0,2,1,2692.05,0.99,19.02,1,1589,2015-01-12,False
LEU,25842.36,20000,1,2,1,1,50.0,1,1,5842.36,0.87,35.17,2,1589,2015-01-12,False
CCF,24210.22,20000,0,39,27,12,69.23,8,4,4210.22,1.2,16.29,1,4208,2004-01-30,True
CCF,34272.83,20000,0,22,16,6,72.73,10,2,14272.83,1.48,20.19,2,4208,2004-01-30,True
CQP,17776.12,20000,0,30,17,13,56.67,3,3,-2223.88,-0.89,22.59,1,3644,2006-03-20,False
CQP,32946.26,20000,1,19,10,9,52.63,2,2,12946.26,1.14,32.03,2,3644,2006-03-20,False
LNG,22103.81,20000,0,34,23,11,67.65,5,2,2103.81,0.53,20.44,1,4359,2004-01-13,True
LNG,39282.61,20000,0,23,16,7,69.57,5,1,19282.61,1.72,21.59,2,4359,2004-01-13,True
CVR,20804.64,20000,1,22,12,10,54.55,3,4,804.64,0.38,16.34,1,3417,2004-03-04,True
CVR,21129.02,20000,1,16,12,4,75.0,6,1,1129.02,0.24,25.92,2,3417,2004-03-04,True
CPHI,27909.05,20000,1,9,5,4,55.56,5,4,7909.05,0.8,23.7,1,2843,2010-01-12,False
CPHI,23253.71,20000,1,6,3,3,50.0,3,3,3253.71,0.5,27.4,2,2843,2010-01-12,False
CKX,20507.78,20000,1,11,6,5,54.55,3,3,507.78,0.59,13.51,1,2724,2004-04-15,True
CKX,23948.48,20000,1,7,3,4,42.86,2,3,3948.48,1.36,27.65,2,2724,2004-04-15,True
GLV,19633.36,20000,0,39,25,14,64.1,5,4,-366.64,-0.14,16.18,1,4153,2004-11-05,True
GLV,20495.13,20000,0,23,15,8,65.22,7,3,495.13,0.1,28.9,2,4153,2004-11-05,True
GLQ,17704.47,20000,0,39,24,15,61.54,5,4,-2295.53,-0.76,16.82,1,3964,2005-08-08,True
GLQ,16981.47,20000,0,24,14,10,58.33,5,2,-3018.53,-0.53,26.67,2,3964,2005-08-08,True
GLO,18806.2,20000,0,38,26,12,68.42,7,2,-1193.8,-0.37,17.61,1,3713,2006-08-07,False
GLO,17156.86,20000,1,21,12,9,57.14,3,3,-2843.14,-0.42,36.43,2,3713,2006-08-07,False
COHN,20089.68,20000,0,6,5,1,83.33,5,1,89.68,0.05,9.42,1,1032,2010-04-01,False
COHN,25905.65,20000,1,3,2,1,66.67,2,1,5905.65,1.08,16.42,2,1032,2010-04-01,False
CIX,30015.54,20000,0,28,19,9,67.86,8,6,10015.54,2.97,8.29,1,4149,2004-01-14,True
CIX,31861.29,20000,0,15,11,4,73.33,5,3,11861.29,2.24,11.73,2,4149,2004-01-14,True
LODE,17066.31,20000,0,17,8,9,47.06,3,5,-2933.69,-0.47,42.9,1,2422,2011-09-21,False
LODE,21722.94,20000,0,11,5,6,45.45,2,3,1722.94,0.12,75.2,2,2422,2011-09-21,False
CDOR,24983.35,20000,0,6,4,2,66.67,3,1,4983.35,0.57,20.48,1,1348,2015-11-06,False
CDOR,23859.69,20000,0,3,1,2,33.33,1,2,3859.69,0.51,24.23,2,1348,2015-11-06,False
MCF,21388.44,20000,0,44,27,17,61.36,8,4,1388.44,0.25,30.84,1,4358,2004-01-14,True
MCF,28480.2,20000,0,27,18,9,66.67,5,3,8480.2,0.76,34.02,2,4358,2004-01-14,True
CMT,34355.32,20000,0,32,22,10,68.75,5,3,14355.32,1.66,17.16,1,4320,2004-01-16,True
CMT,36050.86,20000,0,19,15,4,78.95,6,1,16050.86,1.26,26.73,2,4320,2004-01-16,True
CRMD,60533.89,20000,0,18,10,8,55.56,3,3,40533.89,1.12,35.09,1,2652,2010-09-03,False
CRMD,80005.65,20000,1,10,5,5,50.0,3,3,60005.65,1.15,49.36,2,2652,2010-09-03,False
CRF,23707.66,20000,0,30,21,9,70.0,5,1,3707.66,2.08,6.95,1,4359,2004-01-13,True
CRF,21981.32,20000,0,16,7,9,43.75,3,4,1981.32,0.43,20.7,2,4359,2004-01-13,True
CLM,17522.58,20000,0,26,16,10,61.54,5,4,-2477.42,-0.66,24.77,1,4359,2004-01-13,True
CLM,20398.17,20000,0,15,5,10,33.33,2,6,398.17,0.05,29.62,2,4359,2004-01-13,True
CVU,18684.97,20000,0,32,19,13,59.38,5,5,-1315.03,-0.23,30.46,1,4334,2004-01-13,True
CVU,16417.1,20000,0,20,10,10,50.0,3,3,-3582.9,-0.43,42.89,2,4334,2004-01-13,True
CIK,19799.59,20000,0,23,15,8,65.22,4,2,-200.41,-0.22,6.81,1,4359,2004-01-13,True
CIK,21923.88,20000,0,14,8,6,57.14,3,2,1923.88,0.64,10.39,2,4359,2004-01-13,True
DHY,19484.98,20000,1,27,15,12,55.56,3,3,-515.02,-0.4,7.21,1,4359,2004-01-13,True
DHY,22084.71,20000,1,16,8,8,50.0,4,2,2084.71,0.37,21.15,2,4359,2004-01-13,True
CRHM,21523.24,20000,1,7,4,3,57.14,2,1,1523.24,1.12,7.56,1,1356,2015-12-15,False
CRHM,24968.14,20000,1,4,2,2,50.0,2,2,4968.14,1.17,21.45,2,1356,2015-12-15,False
CTO,19854.99,20000,0,42,27,15,64.29,5,4,-145.01,-0.06,21.12,1,4359,2004-01-13,True
CTO,21274.28,20000,0,24,14,10,58.33,5,6,1274.28,0.34,29.94,2,4359,2004-01-13,True
CTEK,20806.72,20000,0,5,2,3,40.0,1,2,806.72,0.63,6.87,1,901,2017-10-05,False
CTEK,17946.92,20000,1,2,1,1,50.0,1,1,-2053.08,-1.16,21.86,2,901,2017-10-05,False
DXR,25330.239999999998,20000,1,21,13,8,61.9,4,4,5330.24,0.6,41.09,1,3857,2004-01-26,True
DXR,17690.23,20000,1,12,5,7,41.67,2,4,-2309.77,-0.23,60.34,2,3857,2004-01-26,True
VCF,18903.0,20000,0,25,14,11,56.0,5,2,-1097.0,-0.84,9.07,1,4284,2004-01-13,True
VCF,18876.63,20000,0,15,8,7,53.33,3,4,-1123.37,-0.51,18.82,2,4284,2004-01-13,True
VFL,19756.11,20000,0,37,27,10,72.97,6,2,-243.89,-0.18,8.02,1,4218,2004-01-20,True
VFL,21516.01,20000,0,22,12,10,54.55,3,2,1516.01,0.73,8.67,2,4218,2004-01-20,True
VMM,17852.88,20000,0,23,9,14,39.13,2,5,-2147.12,-2.29,13.23,1,4355,2004-01-13,True
VMM,16027.06,20000,1,15,3,12,20.0,1,4,-3972.94,-3.67,22.28,2,4355,2004-01-13,True
DLA,23665.09,20000,0,33,21,12,63.64,5,3,3665.09,1.01,13.58,1,4309,2004-01-22,True
DLA,22133.010000000002,20000,0,20,12,8,60.0,3,3,2133.01,0.31,25.69,2,4309,2004-01-22,True
DNN,25501.69,20000,0,28,16,12,57.14,3,3,5501.69,0.76,20.41,1,3467,2007-07-31,False
DNN,25172.48,20000,0,17,8,9,47.06,2,2,5172.48,0.34,51.05,2,3467,2007-07-31,False
DSS,29421.78,20000,1,17,12,5,70.59,4,2,9421.78,1.96,11.49,1,3190,2004-01-13,True
DSS,24633.21,20000,1,10,6,4,60.0,2,1,4633.21,0.69,21.3,2,3190,2004-01-13,True
DPW,29298.16,20000,1,16,10,6,62.5,9,3,9298.16,1.53,33.4,1,4121,2004-01-16,True
DPW,47155.84,20000,1,10,6,4,60.0,2,1,27155.84,1.34,45.55,2,4121,2004-01-16,True
DXF,18174.22,20000,1,1,0,1,0.0,0,1,-1825.78,0,31.79,1,600,2018-07-12,False
DXF,17859.77,20000,1,1,0,1,0.0,0,1,-2140.23,0,51.83,2,600,2018-07-12,False
GRF,18798.19,20000,0,18,6,12,33.33,2,5,-1201.81,-0.63,23.71,1,3034,2004-03-03,True
GRF,18366.42,20000,1,12,4,8,33.33,1,6,-1633.58,-0.49,33.53,2,3034,2004-03-03,True
EVM,20127.51,20000,1,33,24,9,72.73,6,2,127.51,0.12,7.99,1,4359,2004-01-13,True
EVM,21500.78,20000,1,20,14,6,70.0,5,2,1500.78,0.69,9.67,2,4359,2004-01-13,True
CEV,20085.64,20000,1,32,22,10,68.75,4,2,85.64,0.09,13.97,1,4359,2004-01-13,True
CEV,19361.99,20000,1,17,6,11,35.29,2,4,-638.01,-0.63,18.36,2,4359,2004-01-13,True
EVV,17200.41,20000,0,30,14,16,46.67,3,5,-2799.59,-1.37,20.96,1,4359,2004-01-13,True
EVV,16775.45,20000,1,17,6,11,35.29,2,3,-3224.55,-0.64,27.27,2,4359,2004-01-13,True
EIM,19626.99,20000,1,33,21,12,63.64,6,3,-373.01,-0.32,7.25,1,4359,2004-01-13,True
EIM,20770.44,20000,1,20,13,7,65.0,4,2,770.44,0.26,13.75,2,4359,2004-01-13,True
ENX,18774.08,20000,0,30,20,10,66.67,7,3,-1225.92,-0.85,13.42,1,4359,2004-01-13,True
ENX,16686.33,20000,0,16,10,6,62.5,3,1,-3313.67,-1.15,24.2,2,4359,2004-01-13,True
EVY,19732.74,20000,0,34,21,13,61.76,4,3,-267.26,-0.17,10.27,1,4354,2004-01-13,True
EVY,17851.06,20000,1,21,11,10,52.38,3,4,-2148.94,-0.75,25.63,2,4354,2004-01-13,True
ELMD,27415.62,20000,0,17,13,4,76.47,6,3,7415.62,1.39,35.64,1,2536,2010-12-03,False
ELMD,33036.13,20000,0,11,7,4,63.64,7,4,13036.13,1.6,56.21,2,2536,2010-12-03,False
ELLO,22029.58,20000,0,9,7,2,77.78,6,1,2029.58,2.5,8.81,1,1547,2012-01-04,False
ELLO,23048.93,20000,0,6,5,1,83.33,5,1,3048.93,3.18,9.46,2,1547,2012-01-04,False
ECF,18770.57,20000,0,33,20,13,60.61,5,3,-1229.43,-0.62,12.5,1,4359,2004-01-13,True
ECF,21367.54,20000,0,19,13,6,68.42,5,2,1367.54,0.58,11.98,2,4359,2004-01-13,True
EMAN,24486.760000000002,20000,0,16,13,3,81.25,5,1,4486.76,1.93,9.24,1,2691,2010-08-27,False
EMAN,25078.62,20000,0,9,7,2,77.78,3,1,5078.62,1.87,20.25,2,2691,2010-08-27,False
MSN,22294.760000000002,20000,1,22,9,13,40.91,2,4,2294.76,0.61,12.42,1,4314,2004-01-13,True
MSN,22095.72,20000,1,13,5,8,38.46,2,4,2095.72,0.53,17.4,2,4314,2004-01-13,True
EMX,21137.89,20000,0,3,3,0,100.0,3,0,1137.89,2.14,5.17,1,1026,2017-04-10,False
EMX,22932.510000000002,20000,0,2,2,0,100.0,2,0,2932.51,1.41,14.46,2,1026,2017-04-10,False
UUUU,25775.53,20000,0,16,10,6,62.5,3,2,5775.53,1.36,16.84,1,1797,2014-03-19,False
UUUU,23150.32,20000,1,8,5,3,62.5,2,1,3150.32,0.54,27.09,2,1797,2014-03-19,False
ENSV,16875.61,20000,1,8,3,5,37.5,1,2,-3124.39,-1.0,20.59,1,1733,2014-06-19,False
ENSV,14486.369999999999,20000,1,5,0,5,0.0,0,5,-5513.63,-2.25,33.52,2,1733,2014-06-19,False
ELA,20168.03,20000,0,14,10,4,71.43,4,1,168.03,0.51,8.95,1,1719,2011-03-09,False
ELA,19867.13,20000,0,8,4,4,50.0,3,3,-132.87,-0.18,18.87,2,1719,2011-03-09,False
EQX,21009.82,20000,0,3,2,1,66.67,2,1,1009.82,0.92,5.62,1,343,2019-12-26,False
EQX,19695.25,20000,0,2,1,1,50.0,1,1,-304.75,-0.54,12.09,2,343,2019-12-26,False
ESP,20718.81,20000,1,20,12,8,60.0,3,2,718.81,0.47,11.29,1,4033,2004-02-03,True
ESP,22940.13,20000,1,11,6,5,54.55,2,2,2940.13,1.0,17.68,2,4033,2004-02-03,True
