Symbol,Ending Value,Starting Value,Positions Still Open,Total Positions Closed,Total Won,Total Lost,Strike Rate,Win Streak,Lose Streak,Net Profit or Loss,SQN Score,Max Drawdown %,Pyramid Limit,Total Bars,First Date Recorded,First Date Recorded Meets Requirements
TRMD,4277.389999999999,20000,1,9,4,5,44.44,1,2,-15722.61,-1.57,84.23,2,2886,2004-02-05,True
TBLT,23747.08,20000,0,2,1,1,50.0,1,1,3747.08,1.41,2.97,1,538,2019-03-19,False
TBLT,19988.1,20000,1,1,0,1,0.0,0,1,-11.9,0,2.97,2,538,2019-03-19,False
TSEM,24973.27,20000,0,32,23,9,71.88,15,2,4973.27,1.11,25.32,1,4358,2004-01-13,True
TSEM,36481.67,20000,0,20,13,7,65.0,6,2,16481.67,1.63,40.28,2,4358,2004-01-13,True
TOWN,21032.7,20000,0,34,20,14,58.82,6,3,1032.7,0.39,13.2,1,3347,2008-01-22,False
TOWN,23139.34,20000,1,20,12,8,60.0,3,2,3139.34,0.98,11.99,2,3347,2008-01-22,False
TPIC,23624.64,20000,0,11,9,2,81.82,7,1,3624.64,1.49,7.34,1,1135,2016-11-01,False
TPIC,21565.48,20000,1,5,4,1,80.0,4,1,1565.48,0.74,10.45,2,1135,2016-11-01,False
TCON,27534.510000000002,20000,1,7,2,5,28.57,1,3,7534.51,0.83,27.71,1,1507,2015-05-13,False
TCON,35442.62,20000,1,5,1,4,20.0,1,4,15442.62,0.99,27.41,2,1507,2015-05-13,False
TSCO,24161.27,20000,0,34,24,10,70.59,9,3,4161.27,1.33,14.71,1,4359,2004-01-13,True
TSCO,33498.78,20000,1,21,12,9,57.14,5,3,13498.78,2.32,16.79,2,4359,2004-01-13,True
TW,21305.05,20000,1,26,14,12,53.85,7,3,1305.05,1.0,6.69,1,2972,2004-01-13,True
TW,32118.08,20000,1,14,9,5,64.29,5,2,12118.08,1.03,9.79,2,2972,2004-01-13,True
TWMC,14632.64,20000,1,20,12,8,60.0,8,3,-5367.36,-1.89,51.84,1,4211,2004-01-13,True
TWMC,10759.36,20000,1,14,6,8,42.86,2,2,-9240.64,-1.48,74.31,2,4211,2004-01-13,True
TACT,22154.17,20000,0,32,21,11,65.62,5,6,2154.17,0.46,22.86,1,4352,2004-01-13,True
TACT,22093.53,20000,1,20,13,7,65.0,6,2,2093.53,0.24,45.39,2,4352,2004-01-13,True
TRNS,24439.84,20000,0,24,17,7,70.83,9,3,4439.84,2.45,8.18,1,3898,2004-01-21,True
TRNS,27570.58,20000,0,15,12,3,80.0,5,1,7570.58,2.56,10.08,2,3898,2004-01-21,True
TGA,13886.85,20000,0,27,13,14,48.15,2,3,-6113.15,-1.5,35.97,1,4331,2004-02-24,True
TGA,18139.56,20000,0,18,9,9,50.0,2,3,-1860.44,-0.2,51.61,2,4331,2004-02-24,True
TBIO,16353.18,20000,1,11,6,5,54.55,3,2,-3646.82,-0.74,33.55,1,2202,2004-01-13,True
TBIO,19689.62,20000,1,7,4,3,57.14,3,1,-310.38,-0.05,33.97,2,2202,2004-01-13,True
TMDX,20305.4,20000,0,4,2,2,50.0,1,1,305.4,0.54,12.56,1,437,2019-08-13,False
TMDX,17922.18,20000,0,2,0,2,0.0,0,2,-2077.82,-5.3,26.52,2,437,2019-08-13,False
TA,29680.129999999997,20000,0,29,15,14,51.72,2,3,9680.13,1.06,32.01,1,3520,2007-05-15,False
TA,40352.7,20000,0,18,8,10,44.44,3,3,20352.7,1.15,47.49,2,3520,2007-05-15,False
TANNI,18821.79,20000,1,8,3,5,37.5,2,4,-1178.21,-1.29,14.36,1,1148,2016-10-12,False
TANNI,19644.47,20000,1,5,1,4,20.0,1,3,-355.53,-1.89,14.3,2,1148,2016-10-12,False
TANNL,18839.61,20000,1,7,4,3,57.14,4,2,-1160.39,-1.17,17.01,1,1148,2016-10-12,False
TANNL,18970.05,20000,1,4,2,2,50.0,2,1,-1029.95,-1.06,16.42,2,1148,2016-10-12,False
TANNZ,19764.02,20000,0,5,3,2,60.0,3,2,-235.98,-0.44,8.49,1,1140,2016-10-12,False
TANNZ,19169.98,20000,1,3,2,1,66.67,2,1,-830.02,-0.88,19.56,2,1140,2016-10-12,False
TZOO,27274.7,20000,0,29,16,13,55.17,5,4,7274.7,1.3,14.85,1,4297,2004-04-13,True
TZOO,35142.020000000004,20000,0,17,11,6,64.71,3,2,15142.02,0.89,35.4,2,4297,2004-04-13,True
TRMT,20524.24,20000,0,4,1,3,25.0,1,3,524.24,0.32,10.99,1,837,2017-12-26,False
TRMT,19631.33,20000,1,2,1,1,50.0,1,1,-368.67,-0.37,10.84,2,837,2017-12-26,False
TRVN,24988.35,20000,0,9,5,4,55.56,2,2,4988.35,1.56,10.71,1,1757,2014-05-14,False
TRVN,22535.6,20000,1,6,5,1,83.33,3,1,2535.6,1.02,19.26,2,1757,2014-05-14,False
TRVI,23399.86,20000,0,2,2,0,100.0,2,0,3399.86,2.19,15.83,1,432,2019-08-16,False
TRVI,24128.2,20000,0,1,1,0,100.0,1,0,4128.2,0,39.71,2,432,2019-08-16,False
TPCO,18319.52,20000,0,4,2,2,50.0,2,2,-1680.48,-0.69,20.27,1,576,2019-01-24,False
TPCO,16459.2,20000,0,3,1,2,33.33,1,2,-3540.8,-0.98,34.31,2,576,2019-01-24,False
TCDA,18817.12,20000,1,2,0,2,0.0,0,2,-1182.88,-1.43,12.02,1,648,2018-10-09,False
TCDA,18821.06,20000,1,1,0,1,0.0,0,1,-1178.94,0,12.09,2,648,2018-10-09,False
TCBK,23781.81,20000,0,42,29,13,69.05,5,2,3781.81,1.9,9.26,1,4359,2004-01-13,True
TCBK,26617.64,20000,0,26,19,7,73.08,8,2,6617.64,1.61,18.42,2,4359,2004-01-13,True
TRIL,21628.93,20000,0,11,5,6,45.45,4,5,1628.93,0.32,30.25,1,1534,2015-04-06,False
TRIL,19563.35,20000,0,7,3,4,42.86,2,3,-436.65,-0.04,59.17,2,1534,2015-04-06,False
TRS,23951.58,20000,0,32,23,9,71.88,5,2,3951.58,1.51,11.45,1,3446,2007-08-29,False
TRS,20954.78,20000,1,17,10,7,58.82,5,3,954.78,0.16,23.11,2,3446,2007-08-29,False
TRMB,22797.7,20000,0,37,25,12,67.57,5,2,2797.7,0.8,16.24,1,4359,2004-01-13,True
TRMB,28802.54,20000,0,22,14,8,63.64,4,3,8802.54,1.19,23.04,2,4359,2004-01-13,True
TRIB,18055.46,20000,1,29,18,11,62.07,8,3,-1944.54,-0.33,36.1,1,4339,2004-01-13,True
TRIB,24652.08,20000,1,17,10,7,58.82,6,3,4652.08,0.43,35.39,2,4339,2004-01-13,True
TCOM,21448.04,20000,0,3,3,0,100.0,3,0,1448.04,3.51,2.0,1,307,2020-02-19,False
TCOM,21890.26,20000,0,2,2,0,100.0,2,0,1890.26,4.85,4.27,2,307,2020-02-19,False
TRIP,33933.91,20000,0,24,20,4,83.33,12,1,13933.91,4.07,9.7,1,2287,2012-04-04,False
TRIP,34878.22,20000,0,14,9,5,64.29,4,2,14878.22,1.85,16.66,2,2287,2012-04-04,False
TSC,42360.96,20000,0,19,13,6,68.42,6,3,22360.96,1.0,12.78,1,3215,2004-01-28,True
TSC,59435.66,20000,1,11,5,6,45.45,2,3,39435.66,1.0,19.11,2,3215,2004-01-28,True
TSCAP,19617.85,20000,0,3,1,2,33.33,1,2,-382.15,-1.17,6.56,1,662,2018-07-11,False
TSCAP,19484.54,20000,0,2,1,1,50.0,1,1,-515.46,-0.92,8.56,2,662,2018-07-11,False
TBK,20204.72,20000,0,11,9,2,81.82,6,1,204.72,0.09,13.7,1,1563,2015-02-23,False
TBK,21381.21,20000,0,6,5,1,83.33,5,1,1381.21,0.33,25.53,2,1563,2015-02-23,False
TRVG,23389.94,20000,0,6,5,1,83.33,5,1,3389.94,0.94,16.48,1,1032,2017-03-31,False
TRVG,23376.03,20000,1,3,2,1,66.67,2,1,3376.03,0.74,20.98,2,1032,2017-03-31,False
TRUE,54217.31,20000,0,20,7,13,35.0,2,4,34217.31,0.8,35.09,1,3083,2005-06-30,True
TRUE,51680.6,20000,0,13,5,8,38.46,3,5,31680.6,0.74,50.24,2,3083,2005-06-30,True
TRUP,22191.760000000002,20000,0,13,11,2,84.62,8,1,2191.76,2.24,7.05,1,1642,2014-10-28,False
TRUP,26632.23,20000,0,7,7,0,100.0,7,0,6632.23,2.79,6.74,2,1642,2014-10-28,False
TRST,22488.760000000002,20000,0,37,24,13,64.86,10,4,2488.76,1.1,16.93,1,4359,2004-01-13,True
TRST,19693.52,20000,1,22,14,8,63.64,5,3,-306.48,-0.06,37.78,2,4359,2004-01-13,True
TRMK,23402.02,20000,0,46,34,12,73.91,10,2,3402.02,1.27,9.08,1,4359,2004-01-13,True
TRMK,21509.65,20000,0,29,20,9,68.97,6,2,1509.65,0.34,19.27,2,4359,2004-01-13,True
TSRI,22338.22,20000,1,17,10,7,58.82,4,2,2338.22,0.56,23.67,1,3676,2004-01-16,True
TSRI,18374.71,20000,1,10,6,4,60.0,3,3,-1625.29,-0.28,46.76,2,3676,2004-01-16,True
TTEC,20096.85,20000,1,37,26,11,70.27,7,2,96.85,0.04,17.4,1,4359,2004-01-13,True
TTEC,27567.27,20000,1,22,14,8,63.64,7,2,7567.27,1.21,36.32,2,4359,2004-01-13,True
TTMI,22405.9,20000,0,39,26,13,66.67,8,3,2405.9,0.47,27.18,1,4359,2004-01-13,True
TTMI,16038.05,20000,0,22,8,14,36.36,2,5,-3961.95,-0.43,42.34,2,4359,2004-01-13,True
TC,42480.880000000005,20000,0,17,8,9,47.06,3,2,22480.88,0.96,28.88,1,2593,2008-03-13,False
TC,45421.32,20000,0,11,5,6,45.45,2,2,25421.32,0.64,83.32,2,2593,2008-03-13,False
TCX,26041.43,20000,0,21,15,6,71.43,12,2,6041.43,3.57,6.82,1,3884,2005-11-25,True
TCX,31184.2,20000,0,12,10,2,83.33,10,2,11184.2,3.97,11.96,2,3884,2005-11-25,True
TOUR,18334.05,20000,1,11,4,7,36.36,2,4,-1665.95,-0.87,29.94,1,1690,2014-08-20,False
TOUR,17344.48,20000,1,6,1,5,16.67,1,5,-2655.52,-1.24,51.57,2,1690,2014-08-20,False
TPTX,42143.32,20000,0,6,6,0,100.0,6,0,22143.32,1.26,25.34,1,1191,2007-01-18,False
TPTX,61823.91,20000,0,4,4,0,100.0,4,0,41823.91,1.21,49.13,2,1191,2007-01-18,False
HEAR,36225.14,20000,1,8,4,4,50.0,3,2,16225.14,0.8,19.28,1,1708,2014-07-25,False
HEAR,43821.18,20000,1,5,2,3,40.0,1,2,23821.18,0.84,54.67,2,1708,2014-07-25,False
THCB,19959.6,20000,0,1,0,1,0.0,0,1,-40.4,0,0.38,1,405,2019-07-24,False
THCB,19934.35,20000,0,1,0,1,0.0,0,1,-65.65,0,0.75,2,405,2019-07-24,False
TWIN,16648.67,20000,0,31,20,11,64.52,7,4,-3351.33,-0.68,33.66,1,4082,2005-02-03,True
TWIN,28808.17,20000,1,19,11,8,57.89,4,3,8808.17,0.58,25.93,2,4082,2005-02-03,True
TWST,27052.69,20000,0,4,4,0,100.0,4,0,7052.69,3.55,5.22,1,561,2019-02-14,False
TWST,31627.64,20000,0,2,2,0,100.0,2,0,11627.64,5.78,14.5,2,561,2019-02-14,False
TYME,18396.83,20000,0,4,1,3,25.0,1,3,-1603.17,-2.65,18.24,1,878,2017-11-08,False
TYME,25789.05,20000,0,4,2,2,50.0,1,1,5789.05,1.14,32.29,2,878,2017-11-08,False
USCR,26826.54,20000,0,23,17,6,73.91,10,1,6826.54,2.82,13.74,1,2495,2011-05-16,False
USCR,32166.48,20000,1,13,9,4,69.23,6,2,12166.48,1.86,16.11,2,2495,2011-05-16,False
PRTS,24497.07,20000,0,27,17,10,62.96,5,3,4497.07,0.98,21.77,1,3512,2007-05-23,False
PRTS,71293.48000000001,20000,0,15,9,6,60.0,2,2,51293.48,0.97,47.47,2,3512,2007-05-23,False
USEG,18694.17,20000,1,19,11,8,57.89,3,3,-1305.83,-0.4,18.94,1,4355,2004-01-13,True
USEG,23069.739999999998,20000,1,12,4,8,33.33,2,4,3069.74,0.32,32.39,2,4355,2004-01-13,True
GROW,23755.59,20000,0,30,14,16,46.67,5,8,3755.59,0.56,19.17,1,4345,2004-01-21,True
GROW,14451.810000000001,20000,0,20,11,9,55.0,4,3,-5548.19,-0.46,57.7,2,4345,2004-01-21,True
USAU,16015.869999999999,20000,0,3,0,3,0.0,0,3,-3984.13,-2.22,29.46,1,902,2017-10-05,False
USAU,16501.15,20000,0,2,1,1,50.0,1,1,-3498.85,-0.98,36.87,2,902,2017-10-05,False
UCL,20278.27,20000,1,3,3,0,100.0,3,0,278.27,2.07,21.79,1,616,2004-01-13,True
UCL,20148.03,20000,1,1,1,0,100.0,1,0,148.03,0,22.73,2,616,2004-01-13,True
UFPI,24412.03,20000,1,38,24,14,63.16,7,4,4412.03,1.34,11.12,1,4359,2004-01-13,True
UFPI,33455.43,20000,1,25,16,9,64.0,7,2,13455.43,1.65,29.77,2,4359,2004-01-13,True
UFPT,26621.03,20000,0,33,22,11,66.67,7,2,6621.03,3.09,17.2,1,4319,2004-01-30,True
UFPT,29216.190000000002,20000,1,19,14,5,73.68,7,2,9216.19,2.19,24.38,2,4319,2004-01-30,True
ULTA,23111.15,20000,0,25,16,9,64.0,8,3,3111.15,1.25,12.09,1,3335,2008-02-07,False
ULTA,30631.010000000002,20000,0,17,11,6,64.71,7,2,10631.01,1.98,17.56,2,3335,2008-02-07,False
UCTT,26822.11,20000,1,35,22,13,62.86,7,4,6822.11,1.22,23.5,1,4237,2004-07-08,True
UCTT,48130.34,20000,1,22,14,8,63.64,4,3,28130.34,2.01,15.81,2,4237,2004-07-08,True
RARE,21880.35,20000,1,24,16,8,66.67,6,3,1880.35,0.55,16.17,1,2765,2004-01-13,True
RARE,31066.54,20000,1,16,11,5,68.75,4,2,11066.54,1.25,22.79,2,2765,2004-01-13,True
ULBI,15745.720000000001,20000,0,33,16,17,48.48,3,6,-4254.28,-1.31,30.73,1,4356,2004-01-13,True
ULBI,16310.26,20000,0,19,9,10,47.37,3,4,-3689.74,-0.62,36.01,2,4356,2004-01-13,True
UMBF,24439.989999999998,20000,0,42,35,7,83.33,11,2,4439.99,2.24,9.16,1,4359,2004-01-13,True
UMBF,32089.89,20000,1,24,20,4,83.33,10,1,12089.89,3.19,12.13,2,4359,2004-01-13,True
UMPQ,21645.51,20000,0,45,34,11,75.56,15,3,1645.51,0.7,18.41,1,4359,2004-01-13,True
UMPQ,24635.18,20000,0,28,20,8,71.43,8,2,4635.18,1.11,15.92,2,4359,2004-01-13,True
UNAM,22166.08,20000,0,17,10,7,58.82,3,2,2166.08,0.97,9.74,1,3305,2004-02-10,True
UNAM,23962.15,20000,1,10,6,4,60.0,3,3,3962.15,1.13,14.63,2,3305,2004-02-10,True
UNB,23016.02,20000,0,19,13,6,68.42,6,2,3016.02,2.32,3.84,1,3775,2004-02-11,True
UNB,20796.84,20000,1,10,8,2,80.0,7,1,796.84,0.4,11.33,2,3775,2004-02-11,True
QURE,20282.85,20000,1,14,9,5,64.29,4,2,282.85,0.09,16.54,1,1755,2014-05-19,False
QURE,34946.41,20000,1,7,3,4,42.86,2,2,14946.41,0.91,21.35,2,1755,2014-05-19,False
UAL,23784.02,20000,1,27,23,4,85.19,10,1,3784.02,0.93,15.45,1,2596,2011-01-12,False
UAL,23269.52,20000,1,15,12,3,80.0,6,1,3269.52,0.57,24.01,2,2596,2011-01-12,False
UBCP,22918.11,20000,0,23,16,7,69.57,6,3,2918.11,2.74,6.43,1,3976,2004-02-02,True
UBCP,26499.09,20000,0,14,12,2,85.71,6,1,6499.09,2.57,11.07,2,3976,2004-02-02,True
UBOH,21440.18,20000,0,24,14,10,58.33,10,3,1440.18,0.62,15.32,1,3512,2004-03-08,True
UBOH,21130.94,20000,1,16,9,7,56.25,7,2,1130.94,0.51,20.04,2,3512,2004-03-08,True
UBSI,20853.74,20000,0,44,34,10,77.27,8,2,853.74,0.28,19.3,1,4359,2004-01-13,True
UBSI,22380.5,20000,1,25,16,9,64.0,4,4,2380.5,0.44,33.0,2,4359,2004-01-13,True
UCBI,18579.85,20000,0,41,26,15,63.41,6,3,-1420.15,-0.32,22.4,1,4339,2004-01-13,True
UCBI,13592.17,20000,1,28,16,12,57.14,3,5,-6407.83,-0.79,53.65,2,4339,2004-01-13,True
UFCS,21995.96,20000,0,39,30,9,76.92,11,3,1995.96,0.94,16.78,1,4358,2004-01-14,True
UFCS,26608.93,20000,0,23,14,9,60.87,7,6,6608.93,1.43,15.93,2,4358,2004-01-14,True
UIHC,22705.55,20000,1,15,10,5,66.67,4,1,2705.55,2.28,6.96,1,2044,2013-03-26,False
UIHC,18977.79,20000,1,8,5,3,62.5,5,2,-1022.21,-0.45,25.09,2,2044,2013-03-26,False
UNFI,28389.92,20000,1,38,22,16,57.89,5,4,8389.92,1.92,8.08,1,4359,2004-01-13,True
UNFI,28089.21,20000,1,23,10,13,43.48,3,5,8089.21,0.9,33.42,2,4359,2004-01-13,True
UBFO,18249.78,20000,0,19,11,8,57.89,4,2,-1750.22,-0.64,16.97,1,4228,2004-01-13,True
UBFO,23165.93,20000,1,12,7,5,58.33,2,1,3165.93,0.59,26.17,2,4228,2004-01-13,True
USLM,21083.39,20000,0,29,17,12,58.62,4,5,1083.39,0.39,13.69,1,4317,2004-02-02,True
USLM,30304.510000000002,20000,1,17,11,6,64.71,5,2,10304.51,1.88,14.99,2,4317,2004-02-02,True
UTHR,22236.23,20000,0,37,26,11,70.27,7,4,2236.23,0.72,14.77,1,4359,2004-01-13,True
UTHR,22406.0,20000,0,22,12,10,54.55,5,4,2406.0,0.53,24.27,2,4359,2004-01-13,True
UG,22339.95,20000,1,26,19,7,73.08,10,1,2339.95,1.3,10.97,1,4165,2004-01-15,True
UG,28815.03,20000,1,16,13,3,81.25,11,1,8815.03,2.09,12.74,2,4165,2004-01-15,True
UNIT,24092.42,20000,0,9,6,3,66.67,3,1,4092.42,2.18,7.47,1,985,2017-06-08,False
UNIT,28706.98,20000,0,6,4,2,66.67,3,1,8706.98,1.28,17.72,2,985,2017-06-08,False
UNTY,19163.21,20000,0,24,16,8,66.67,7,2,-836.79,-0.27,25.96,1,3961,2004-02-06,True
UNTY,23720.41,20000,0,15,8,7,53.33,3,3,3720.41,0.62,36.8,2,3961,2004-02-06,True
UBX,22607.86,20000,0,4,4,0,100.0,4,0,2607.86,2.28,12.0,1,687,2018-08-14,False
UBX,20445.85,20000,0,2,2,0,100.0,2,0,445.85,5.42,26.18,2,687,2018-08-14,False
OLED,20203.3,20000,0,23,18,5,78.26,8,2,203.3,0.07,12.92,1,2605,2005-03-31,True
OLED,22168.23,20000,0,15,10,5,66.67,3,1,2168.23,0.65,20.82,2,2605,2005-03-31,True
UEIC,20394.63,20000,0,32,17,15,53.12,4,2,394.63,0.08,20.24,1,4359,2004-01-13,True
UEIC,26326.489999999998,20000,0,20,10,10,50.0,3,3,6326.49,0.71,31.01,2,4359,2004-01-13,True
ULH,18758.91,20000,0,7,4,3,57.14,2,2,-1241.09,-0.97,14.75,1,1192,2016-08-11,False
ULH,19805.66,20000,0,5,3,2,60.0,3,2,-194.34,-0.28,17.43,2,1192,2016-08-11,False
USAP,23481.35,20000,1,37,21,16,56.76,5,6,3481.35,0.7,21.13,1,4354,2004-01-15,True
USAP,20923.19,20000,1,22,12,10,54.55,4,3,923.19,0.08,34.82,2,4354,2004-01-15,True
UVSP,25073.58,20000,0,42,30,12,71.43,6,3,5073.58,2.23,12.57,1,4358,2004-01-14,True
UVSP,24034.68,20000,1,24,18,6,75.0,10,2,4034.68,1.03,15.04,2,4358,2004-01-14,True
TTTN,21120.64,20000,0,3,3,0,100.0,3,0,1120.64,3.55,1.15,1,478,2019-02-26,False
TTTN,21123.58,20000,1,1,1,0,100.0,1,0,1123.58,0,7.39,2,478,2019-02-26,False
TIGR,190754.05,20000,0,9,7,2,77.78,3,1,170754.05,1.04,42.74,1,2280,2008-07-31,False
TIGR,49790.07,20000,1,5,2,3,40.0,1,3,29790.07,0.86,87.38,2,2280,2008-07-31,False
UPLD,20961.16,20000,1,7,4,3,57.14,2,2,961.16,0.42,14.3,1,1557,2015-02-20,False
