Symbol,Ending Value,Starting Value,Positions Still Open,Total Positions Closed,Total Won,Total Lost,Strike Rate,Win Streak,Lose Streak,Net Profit or Loss,SQN Score,Max Drawdown %,Pyramid Limit,Total Bars,First Date Recorded,First Date Recorded Meets Requirements
T,30175.120000000003,20000,0,43,37,6,86.05,19,1,10175.12,5.59,5.28,1,4359,2004-01-13,True
T,37060.42,20000,0,24,23,1,95.83,23,1,17060.42,4.55,12.28,2,4359,2004-01-13,True
