Symbol,Ending Value,Starting Value,Positions Still Open,Total Positions Closed,Total Won,Total Lost,Strike Rate,Win Streak,Lose Streak,Net Profit or Loss,SQN Score,Max Drawdown %,Pyramid Limit,Total Bars,First Date Recorded,First Date Recorded Meets Requirements
T,25227.29,20000,1,40,33,7,82.5,16,1,5227.29,6.21,4.68,1,4359,2004-01-13,True
T,28754.33,20000,1,23,19,4,82.61,17,2,8754.33,3.92,6.6,2,4359,2004-01-13,True
