Symbol,Ending Value,Starting Value,Positions Still Open,Total Positions Closed,Total Won,Total Lost,Strike Rate,Win Streak,Lose Streak,Net Profit or Loss,SQN Score,Max Drawdown %,Pyramid Limit,Total Bars,First Date Recorded,First Date Recorded Meets Requirements
ECC,22427.06,20000,1,5,2,3,40.0,2,2,2427.06,0.66,17.79,2,2158,2004-11-05,True
ECCB,19899.02,20000,0,3,2,1,66.67,1,1,-100.98,-1.21,1.87,1,1045,2017-01-31,False
ECCB,20109.32,20000,0,2,2,0,100.0,2,0,109.32,3.87,1.87,2,1045,2017-01-31,False
ECCX,19624.89,20000,0,3,0,3,0.0,0,3,-375.11,-1.89,9.75,1,662,2018-08-10,False
ECCX,19266.42,20000,0,2,0,2,0.0,0,2,-733.58,-1.98,19.3,2,662,2018-08-10,False
ECCY,19988.63,20000,0,5,3,2,60.0,1,1,-11.37,-0.08,1.41,1,760,2017-11-28,False
ECCY,20186.98,20000,1,3,2,1,66.67,2,1,186.98,2.39,1.84,2,760,2017-11-28,False
EIC,18031.35,20000,0,2,1,1,50.0,1,1,-1968.65,-1.41,16.73,1,377,2019-11-05,False
EIC,18501.44,20000,0,1,0,1,0.0,0,1,-1498.56,0,16.73,2,377,2019-11-05,False
ESTE,25529.82,20000,0,18,16,2,88.89,10,1,5529.82,1.82,12.96,1,2462,2011-05-09,False
ESTE,21642.31,20000,1,9,4,5,44.44,2,5,1642.31,0.39,29.99,2,2462,2011-05-09,False
DEA,21418.07,20000,1,10,8,2,80.0,4,1,1418.07,1.88,3.16,1,1502,2015-05-20,False
DEA,21609.41,20000,1,6,4,2,66.67,2,1,1609.41,1.75,8.42,2,1502,2015-05-20,False
EGP,20639.02,20000,1,46,37,9,80.43,17,4,639.02,0.31,17.42,1,4359,2004-01-13,True
EGP,26786.32,20000,1,27,21,6,77.78,11,2,6786.32,1.49,26.21,2,4359,2004-01-13,True
EMN,23601.25,20000,0,42,26,16,61.9,5,3,3601.25,1.21,12.33,1,4359,2004-01-13,True
EMN,31510.65,20000,1,24,14,10,58.33,6,2,11510.65,1.35,13.4,2,4359,2004-01-13,True
KODK,26228.510000000002,20000,1,13,9,4,69.23,5,2,6228.51,1.71,68.71,1,1819,2014-02-14,False
KODK,23492.19,20000,1,7,4,3,57.14,2,3,3492.19,0.76,77.28,2,1819,2014-02-14,False
ETN,23032.75,20000,0,46,36,10,78.26,9,2,3032.75,1.04,16.85,1,4359,2004-01-13,True
ETN,27449.83,20000,0,30,21,9,70.0,5,2,7449.83,1.45,22.26,2,4359,2004-01-13,True
ETV,20883.24,20000,0,37,25,12,67.57,4,2,883.24,0.66,10.05,1,3921,2005-10-07,True
ETV,20635.78,20000,1,23,15,8,65.22,4,2,635.78,0.29,21.02,2,3921,2005-10-07,True
ETW,17749.41,20000,0,34,21,13,61.76,10,2,-2250.59,-0.89,16.91,1,3857,2006-01-10,False
ETW,14747.16,20000,0,21,12,9,57.14,5,2,-5252.84,-1.08,37.41,2,3857,2006-01-10,False
EV,23069.85,20000,0,48,33,15,68.75,6,3,3069.85,0.8,17.33,1,4359,2004-01-13,True
EV,28804.33,20000,1,30,20,10,66.67,4,2,8804.33,0.98,36.18,2,4359,2004-01-13,True
EOI,20348.41,20000,0,42,25,17,59.52,10,3,348.41,0.21,16.3,1,4089,2005-02-08,True
EOI,20294.71,20000,1,26,15,11,57.69,4,3,294.71,0.09,27.06,2,4089,2005-02-08,True
EOS,21432.14,20000,1,36,26,10,72.22,11,3,1432.14,0.93,10.72,1,4026,2005-05-10,True
EOS,20914.16,20000,1,23,14,9,60.87,6,3,914.16,0.31,22.12,2,4026,2005-05-10,True
EFT,18410.41,20000,0,36,22,14,61.11,6,2,-1589.59,-0.58,18.3,1,4175,2004-10-06,True
EFT,20787.12,20000,1,22,10,12,45.45,7,6,787.12,0.12,31.54,2,4175,2004-10-06,True
EFL,17147.18,20000,0,14,8,6,57.14,3,2,-2852.82,-1.2,18.84,1,2377,2004-01-13,True
EFL,14277.24,20000,0,9,5,4,55.56,3,2,-5722.76,-1.21,43.39,2,2377,2004-01-13,True
EFF,19450.73,20000,0,11,7,4,63.64,4,2,-549.27,-0.41,10.13,1,1909,2013-10-07,False
EFF,19964.64,20000,0,6,3,3,50.0,2,2,-35.36,-0.01,14.44,2,1909,2013-10-07,False
EHT,19841.75,20000,0,4,2,2,50.0,1,1,-158.25,-1.06,2.23,1,1174,2016-09-07,False
EHT,19733.39,20000,1,2,0,2,0.0,0,2,-266.61,-7.61,6.78,2,1174,2016-09-07,False
ETX,19940.57,20000,0,15,9,6,60.0,5,2,-59.43,-0.09,7.6,1,2250,2007-10-01,False
ETX,20423.88,20000,0,10,6,4,60.0,3,2,423.88,0.46,13.64,2,2250,2007-10-01,False
EOT,19845.18,20000,1,22,16,6,72.73,5,2,-154.82,-0.14,7.26,1,2937,2009-09-04,False
EOT,20066.76,20000,1,14,9,5,64.29,3,2,66.76,0.04,10.24,2,2937,2009-09-04,False
EVN,19939.63,20000,0,39,28,11,71.79,8,3,-60.37,-0.03,13.68,1,4359,2004-01-13,True
EVN,18136.4,20000,1,22,13,9,59.09,3,1,-1863.6,-0.49,26.1,2,4359,2004-01-13,True
ETJ,20065.4,20000,0,24,12,12,50.0,6,3,65.4,0.17,3.33,1,3398,2007-11-06,False
ETJ,19618.02,20000,1,15,8,7,53.33,3,3,-381.98,-0.24,12.66,2,3398,2007-11-06,False
EFR,16917.63,20000,0,32,18,14,56.25,5,4,-3082.37,-1.09,22.97,1,4320,2004-03-10,True
EFR,16762.29,20000,1,20,8,12,40.0,3,4,-3237.71,-0.42,32.02,2,4320,2004-03-10,True
EVF,16017.17,20000,0,31,17,14,54.84,5,3,-3982.83,-1.43,25.48,1,4359,2004-01-13,True
EVF,12725.029999999999,20000,0,20,7,13,35.0,2,5,-7274.97,-1.35,47.37,2,4359,2004-01-13,True
EVG,20054.09,20000,0,27,16,11,59.26,4,3,54.09,0.06,7.42,1,4257,2004-01-13,True
EVG,19653.07,20000,1,17,7,10,41.18,3,8,-346.93,-0.19,17.98,2,4257,2004-01-13,True
EVT,21360.13,20000,0,42,34,8,80.95,14,2,1360.13,0.46,16.84,1,4359,2004-01-13,True
EVT,24791.14,20000,0,24,21,3,87.5,9,1,4791.14,0.64,31.76,2,4359,2004-01-13,True
ETO,20226.65,20000,0,37,23,14,62.16,8,4,226.65,0.08,14.43,1,4215,2004-08-10,True
ETO,20816.63,20000,1,21,11,10,52.38,4,3,816.63,0.13,27.81,2,4215,2004-08-10,True
ETG,21054.22,20000,0,42,31,11,73.81,8,2,1054.22,0.36,16.67,1,4278,2004-05-10,True
ETG,21607.74,20000,0,25,17,8,68.0,6,3,1607.74,0.23,32.18,2,4278,2004-05-10,True
ETB,19123.51,20000,0,35,25,10,71.43,13,3,-876.49,-0.44,12.12,1,3964,2005-08-08,True
ETB,19487.08,20000,1,23,16,7,69.57,11,2,-512.92,-0.17,20.88,2,3964,2005-08-08,True
EXD,20176.83,20000,0,19,11,8,57.89,3,4,176.83,0.1,9.93,1,2664,2010-10-06,False
EXD,16957.760000000002,20000,1,9,2,7,22.22,1,7,-3042.24,-1.19,29.4,2,2664,2010-10-06,False
ETY,23340.75,20000,0,36,26,10,72.22,11,3,3340.75,2.57,4.05,1,3563,2007-03-14,False
ETY,24933.73,20000,0,20,13,7,65.0,5,3,4933.73,1.51,9.16,2,3563,2007-03-14,False
EXG,20361.36,20000,0,35,21,14,60.0,9,4,361.36,0.2,14.7,1,3505,2007-06-06,False
EXG,19231.43,20000,1,20,12,8,60.0,5,3,-768.57,-0.19,27.29,2,3505,2007-06-06,False
ECL,24401.68,20000,0,43,34,9,79.07,9,2,4401.68,2.17,8.83,1,4359,2004-01-13,True
ECL,26794.35,20000,1,24,18,6,75.0,6,2,6794.35,1.5,17.52,2,4359,2004-01-13,True
EC,21266.87,20000,0,37,26,11,70.27,6,2,1266.87,0.5,12.92,1,3787,2004-01-13,True
EC,31848.84,20000,1,23,17,6,73.91,8,4,11848.84,1.83,19.54,2,3787,2004-01-13,True
EPC,60417.79,20000,0,26,13,13,50.0,2,3,40417.79,0.97,14.18,1,2609,2004-01-13,True
EPC,53829.43,20000,1,15,11,4,73.33,6,2,33829.43,0.98,24.27,2,2609,2004-01-13,True
EIX,21262.82,20000,0,39,29,10,74.36,9,3,1262.82,0.5,12.92,1,4359,2004-01-13,True
EIX,24141.84,20000,0,22,17,5,77.27,9,3,4141.84,1.15,12.13,2,4359,2004-01-13,True
EW,29836.739999999998,20000,0,45,35,10,77.78,11,2,9836.74,5.14,6.44,1,4359,2004-01-13,True
EW,37576.08,20000,1,26,19,7,73.08,11,2,17576.08,3.98,9.37,2,4359,2004-01-13,True
EE,18427.24,20000,0,33,20,13,60.61,5,4,-1572.76,-0.74,13.94,1,4236,2004-01-13,True
EE,20821.12,20000,0,19,10,9,52.63,2,3,821.12,0.27,13.79,2,4236,2004-01-13,True
ELAN,21195.76,20000,0,4,3,1,75.0,2,1,1195.76,0.85,5.99,1,590,2019-01-03,False
ELAN,20183.28,20000,0,3,2,1,66.67,1,1,183.28,0.16,14.65,2,590,2019-01-03,False
ESTC,21385.07,20000,0,5,4,1,80.0,3,1,1385.07,0.81,5.09,1,579,2019-01-18,False
ESTC,22248.21,20000,1,3,2,1,66.67,1,1,2248.21,1.28,4.82,2,579,2019-01-18,False
EGO,26971.739999999998,20000,0,45,32,13,71.11,12,2,6971.74,1.21,19.26,1,4359,2004-01-13,True
EGO,25154.53,20000,1,30,18,12,60.0,6,4,5154.53,0.5,45.69,2,4359,2004-01-13,True
ESI,25051.06,20000,0,26,20,6,76.92,5,3,5051.06,1.38,21.95,1,3754,2004-01-13,True
ESI,29130.059999999998,20000,0,17,13,4,76.47,5,2,9130.06,1.84,39.03,2,3754,2004-01-13,True
ELVT,20066.26,20000,0,9,7,2,77.78,4,1,66.26,0.09,5.77,1,957,2017-07-19,False
ELVT,20967.19,20000,1,4,3,1,75.0,3,1,967.19,0.54,10.34,2,957,2017-07-19,False
LLY,23569.5,20000,0,48,33,15,68.75,8,2,3569.5,2.22,5.45,1,4359,2004-01-13,True
LLY,25287.71,20000,1,27,17,10,62.96,5,5,5287.71,1.42,12.93,2,4359,2004-01-13,True
EFC,21180.79,20000,1,24,16,8,66.67,5,2,1180.79,0.8,7.37,1,3096,2004-01-30,True
EFC,24048.62,20000,1,14,6,8,42.86,3,4,4048.62,0.95,11.79,2,3096,2004-01-30,True
EARN,22801.68,20000,1,19,11,8,57.89,4,3,2801.68,1.01,11.52,1,1948,2013-08-12,False
EARN,24780.19,20000,1,11,6,5,54.55,2,3,4780.19,0.63,24.8,2,1948,2013-08-12,False
AKO.A,25395.17,20000,0,37,32,5,86.49,21,2,5395.17,3.12,8.81,1,3866,2004-01-13,True
AKO.A,28560.059999999998,20000,1,19,13,6,68.42,3,1,8560.06,1.85,11.81,2,3866,2004-01-13,True
AKO.B,23608.89,20000,0,37,23,14,62.16,9,6,3608.89,1.45,14.59,1,4274,2004-01-13,True
AKO.B,26620.02,20000,0,22,13,9,59.09,5,4,6620.02,1.47,20.9,2,4274,2004-01-13,True
ERJ,18659.22,20000,0,43,25,18,58.14,9,5,-1340.78,-0.34,22.65,1,4359,2004-01-13,True
ERJ,18517.85,20000,0,28,15,13,53.57,5,3,-1482.15,-0.19,39.08,2,4359,2004-01-13,True
EME,25074.989999999998,20000,0,39,29,10,74.36,8,2,5074.99,1.88,13.89,1,4359,2004-01-13,True
EME,29734.870000000003,20000,1,24,17,7,70.83,8,2,9734.87,1.6,30.52,2,4359,2004-01-13,True
EEX,21143.16,20000,0,8,7,1,87.5,5,1,1143.16,0.79,14.69,1,942,2017-08-09,False
EEX,20377.2,20000,0,5,3,2,60.0,3,2,377.2,0.14,16.05,2,942,2017-08-09,False
EBS,26407.78,20000,0,33,23,10,69.7,7,3,6407.78,2.07,13.98,1,3571,2007-03-02,False
EBS,29596.260000000002,20000,1,18,12,6,66.67,4,2,9596.26,1.46,32.87,2,3571,2007-03-02,False
EMR,21249.79,20000,0,47,31,16,65.96,10,3,1249.79,0.64,8.15,1,4359,2004-01-13,True
EMR,25485.59,20000,1,30,19,11,63.33,6,4,5485.59,1.36,12.29,2,4359,2004-01-13,True
ESRT,19347.66,20000,0,17,11,6,64.71,4,2,-652.34,-0.17,20.58,1,1841,2014-01-14,False
ESRT,17180.19,20000,1,11,5,6,45.45,3,2,-2819.81,-0.65,27.43,2,1841,2014-01-14,False
EIG,25038.7,20000,0,31,23,8,74.19,10,2,5038.7,2.74,6.36,1,3521,2007-05-14,False
EIG,25935.61,20000,0,19,13,6,68.42,12,4,5935.61,2.15,16.84,2,3521,2007-05-14,False
EDN,23739.23,20000,1,25,17,8,68.0,10,3,3739.23,0.68,18.8,1,3396,2007-08-07,False
EDN,31498.68,20000,1,16,8,8,50.0,3,2,11498.68,1.21,26.5,2,3396,2007-08-07,False
ENBL,20889.59,20000,0,16,12,4,75.0,7,2,889.59,0.43,17.95,1,1709,2014-07-24,False
ENBL,24840.71,20000,0,10,6,4,60.0,4,2,4840.71,0.63,27.62,2,1709,2014-07-24,False
ENB,24753.05,20000,0,41,29,12,70.73,7,3,4753.05,2.46,7.99,1,4359,2004-01-13,True
ENB,35095.520000000004,20000,0,26,19,7,73.08,8,3,15095.52,2.26,17.01,2,4359,2004-01-13,True
ENBA,21949.2,20000,1,6,5,1,83.33,5,1,1949.2,1.26,4.08,1,693,2018-08-06,False
ENBA,23415.34,20000,1,4,4,0,100.0,4,0,3415.34,1.5,3.98,2,693,2018-08-06,False
EHC,19471.61,20000,0,8,4,4,50.0,3,3,-528.39,-0.78,9.79,1,1236,2006-12-07,False
EHC,20482.77,20000,0,5,3,2,60.0,1,1,482.77,1.06,19.71,2,1236,2006-12-07,False
DAVA,22351.86,20000,0,6,6,0,100.0,6,0,2351.86,2.93,3.42,1,628,2018-11-06,False
DAVA,24010.44,20000,1,3,3,0,100.0,3,0,4010.44,2.67,13.7,2,628,2018-11-06,False
EXK,15926.0,20000,0,28,15,13,53.57,4,3,-4074.0,-0.99,32.41,1,3523,2007-05-10,False
EXK,7747.98,20000,0,18,8,10,44.44,5,5,-12252.02,-2.1,70.02,2,3523,2007-05-10,False
ENIA,18924.81,20000,0,12,8,4,66.67,6,2,-1075.19,-0.51,17.05,1,1195,2016-08-08,False
ENIA,17855.94,20000,0,8,4,4,50.0,4,4,-2144.06,-0.76,28.27,2,1195,2016-08-08,False
ENIC,19750.17,20000,0,9,5,4,55.56,3,2,-249.83,-0.32,6.54,1,1195,2016-08-08,False
ENIC,20087.64,20000,0,5,3,2,60.0,2,1,87.64,0.06,10.78,2,1195,2016-08-08,False
ENR,22558.68,20000,0,38,26,12,68.42,6,3,2558.68,1.4,10.54,1,4359,2004-01-13,True
ENR,26691.55,20000,0,24,13,11,54.17,4,3,6691.55,1.67,18.73,2,4359,2004-01-13,True
ET,21431.86,20000,0,15,9,6,60.0,5,2,1431.86,0.53,14.81,1,1712,2004-01-13,True
ET,20643.08,20000,0,10,7,3,70.0,4,2,643.08,0.14,30.21,2,1712,2004-01-13,True
EPAC,20933.36,20000,0,3,2,1,66.67,2,1,933.36,1.26,3.69,1,328,2020-01-17,False
EPAC,21156.35,20000,1,1,1,0,100.0,1,0,1156.35,0,7.1,2,328,2020-01-17,False
ERF,20603.15,20000,0,34,22,12,64.71,5,3,603.15,0.13,26.86,1,4359,2004-01-13,True
ERF,20107.72,20000,0,21,12,9,57.14,3,2,107.72,0.01,64.11,2,4359,2004-01-13,True
ENS,20739.81,20000,0,38,27,11,71.05,6,2,739.81,0.16,23.7,1,4151,2004-11-09,True
ENS,26666.38,20000,0,23,14,9,60.87,3,2,6666.38,0.59,43.82,2,4151,2004-11-09,True
E,17468.75,20000,0,44,29,15,65.91,8,3,-2531.25,-0.73,27.32,1,4359,2004-01-13,True
E,18158.0,20000,0,29,18,11,62.07,6,3,-1842.0,-0.31,34.36,2,4359,2004-01-13,True
ENLC,12097.15,20000,0,15,7,8,46.67,5,4,-7902.85,-1.9,44.61,1,1733,2014-06-19,False
ENLC,8593.89,20000,0,9,2,7,22.22,1,4,-11406.11,-2.89,64.98,2,1733,2014-06-19,False
EBF,20796.94,20000,0,34,17,17,50.0,5,5,796.94,0.32,14.74,1,4359,2004-01-13,True
EBF,24519.11,20000,1,22,14,8,63.64,4,3,4519.11,1.32,16.11,2,4359,2004-01-13,True
ENVA,23460.71,20000,0,13,11,2,84.62,6,1,3460.71,1.71,13.09,1,1559,2015-02-27,False
ENVA,20809.57,20000,0,8,4,4,50.0,2,2,809.57,0.16,26.39,2,1559,2015-02-27,False
NPO,22950.14,20000,0,42,29,13,69.05,7,3,2950.14,1.05,10.98,1,4359,2004-01-13,True
NPO,23600.4,20000,0,25,17,8,68.0,4,2,3600.4,0.62,23.97,2,4359,2004-01-13,True
ETM,18715.44,20000,0,36,18,18,50.0,5,3,-1284.56,-0.31,24.93,1,4359,2004-01-13,True
ETM,46977.130000000005,20000,0,23,15,8,65.22,10,3,26977.13,0.82,59.22,2,4359,2004-01-13,True
EAB,19968.08,20000,0,17,12,5,70.59,7,1,-31.92,-0.06,5.21,1,1968,2013-04-03,False
EAB,20186.54,20000,1,9,8,1,88.89,5,1,186.54,0.17,9.27,2,1968,2013-04-03,False
EAE,19691.24,20000,1,12,8,4,66.67,5,3,-308.76,-0.42,5.75,1,1845,2013-09-17,False
EAE,19888.07,20000,1,6,4,2,66.67,2,1,-111.93,-0.08,9.94,2,1845,2013-09-17,False
EAI,19987.48,20000,1,6,5,1,83.33,3,1,-12.52,-0.03,5.21,1,1117,2016-11-28,False
EAI,20018.37,20000,1,3,2,1,66.67,1,1,18.37,0.02,10.54,2,1117,2016-11-28,False
ETR,19723.31,20000,1,38,24,14,63.16,6,3,-276.69,-0.1,16.88,1,4359,2004-01-13,True
ETR,23378.47,20000,1,23,14,9,60.87,5,4,3378.47,0.85,18.68,2,4359,2004-01-13,True
ELC,48153.15,20000,1,13,10,3,76.92,5,1,28153.15,1.02,15.06,1,2406,2004-01-13,True
ELC,68930.64,20000,1,7,5,2,71.43,3,1,48930.64,1.02,38.52,2,2406,2004-01-13,True
ELJ,19959.54,20000,1,20,14,6,70.0,7,2,-40.46,-0.1,5.48,1,2354,2008-09-11,False
ELJ,45118.990000000005,20000,1,11,7,4,63.64,5,2,25118.99,0.96,16.96,2,2354,2008-09-11,False
ELU,16203.97,20000,1,14,8,6,57.14,2,2,-3796.03,-1.81,22.82,1,2865,2004-07-15,True
ELU,16222.2,20000,1,8,4,4,50.0,2,2,-3777.8,-0.63,46.77,2,2865,2004-07-15,True
EMP,20390.45,20000,1,4,4,0,100.0,4,0,390.45,3.42,0.53,1,1096,2016-12-28,False
EMP,20431.62,20000,1,2,2,0,100.0,2,0,431.62,1.53,6.48,2,1096,2016-12-28,False
ENJ,19874.39,20000,0,10,7,3,70.0,4,2,-125.61,-0.12,6.26,1,1835,2013-03-20,False
ENJ,18972.4,20000,1,7,4,3,57.14,2,2,-1027.6,-1.11,9.86,2,1835,2013-03-20,False
ENO,19954.54,20000,1,11,6,5,54.55,3,1,-45.46,-0.07,5.22,1,1543,2004-02-12,True
ENO,20640.09,20000,1,7,4,3,57.14,2,2,640.09,0.81,5.22,2,1543,2004-02-12,True
EZT,20436.98,20000,0,9,8,1,88.89,6,1,436.98,2.02,0.45,1,1601,2014-09-04,False
EZT,20141.64,20000,1,5,4,1,80.0,3,1,141.64,0.51,2.21,2,1601,2014-09-04,False
EPD,22941.5,20000,0,41,28,13,68.29,5,3,2941.5,2.23,4.48,1,4359,2004-01-13,True
EPD,25565.56,20000,0,24,12,12,50.0,3,3,5565.56,1.22,15.05,2,4359,2004-01-13,True
EVC,26321.88,20000,0,35,21,14,60.0,4,3,6321.88,0.56,24.21,1,4359,2004-01-13,True
EVC,74433.20999999999,20000,0,22,12,10,54.55,3,2,54433.21,1.17,40.16,2,4359,2004-01-13,True
ENV,21024.63,20000,0,23,16,7,69.57,5,2,1024.63,0.52,13.28,1,3317,2004-02-04,True
ENV,19416.57,20000,1,14,8,6,57.14,4,3,-583.43,-0.29,32.92,2,3317,2004-02-04,True
NVST,22110.77,20000,0,2,2,0,100.0,2,0,2110.77,7.49,4.5,1,341,2019-12-30,False
NVST,27428.06,20000,0,1,1,0,100.0,1,0,7428.06,0,7.95,2,341,2019-12-30,False
EVA,20984.31,20000,0,12,8,4,66.67,6,2,984.31,0.71,9.82,1,1446,2015-08-10,False
EVA,25303.38,20000,0,6,4,2,66.67,3,2,5303.38,1.41,17.25,2,1446,2015-08-10,False
ENZ,17153.16,20000,0,36,20,16,55.56,6,3,-2846.84,-0.53,31.23,1,4359,2004-01-13,True
ENZ,27465.57,20000,1,22,13,9,59.09,5,2,7465.57,0.73,31.18,2,4359,2004-01-13,True
EOG,25869.75,20000,0,45,30,15,66.67,7,2,5869.75,1.37,13.0,1,4359,2004-01-13,True
EOG,29735.45,20000,1,29,18,11,62.07,4,3,9735.45,1.52,16.99,2,4359,2004-01-13,True
EPAM,24481.09,20000,0,17,13,4,76.47,6,2,4481.09,2.88,6.41,1,2255,2012-05-21,False
EPAM,30869.46,20000,1,10,8,2,80.0,5,1,10869.46,2.31,14.19,2,2255,2012-05-21,False
EPR,20561.07,20000,0,32,22,10,68.75,9,3,561.07,0.14,20.03,1,4359,2004-01-13,True
EPR,21069.45,20000,0,19,12,7,63.16,3,3,1069.45,0.26,26.73,2,4359,2004-01-13,True
EQT,27452.03,20000,0,44,33,11,75.0,12,3,7452.03,1.96,14.83,1,4359,2004-01-13,True
EQT,21266.36,20000,1,26,20,6,76.92,9,2,1266.36,0.2,24.64,2,4359,2004-01-13,True
EFX,21186.95,20000,0,38,27,11,71.05,8,4,1186.95,0.48,12.91,1,4359,2004-01-13,True
EFX,24648.08,20000,0,25,15,10,60.0,5,3,4648.08,0.98,23.33,2,4359,2004-01-13,True
EQNR,17777.260000000002,20000,0,5,1,4,20.0,1,3,-2222.74,-1.98,17.15,1,677,2018-08-28,False
EQNR,17748.010000000002,20000,0,5,2,3,40.0,2,3,-2251.99,-1.14,26.2,2,677,2018-08-28,False
EQH,21545.7,20000,0,6,5,1,83.33,5,1,1545.7,1.07,8.08,1,682,2018-08-21,False
EQH,19810.85,20000,0,4,3,1,75.0,3,1,-189.15,-0.13,21.06,2,682,2018-08-21,False
ETRN,16120.3,20000,0,4,1,3,25.0,1,2,-3879.7,-1.93,24.62,1,552,2019-02-28,False
ETRN,15990.97,20000,0,3,0,3,0.0,0,3,-4009.03,-2.64,30.05,2,552,2019-02-28,False
EQC,20599.71,20000,0,15,12,3,80.0,9,2,599.71,0.97,3.93,1,1632,2014-11-11,False
EQC,21896.31,20000,0,9,7,2,77.78,7,2,1896.31,2.08,4.72,2,1632,2014-11-11,False
ELS,19938.04,20000,0,39,28,11,71.79,6,3,-61.96,-0.03,15.72,1,4070,2005-03-08,True
ELS,22649.35,20000,0,23,13,10,56.52,5,4,2649.35,0.82,18.39,2,4070,2005-03-08,True
EQR,22473.63,20000,0,41,30,11,73.17,7,3,2473.63,0.73,17.74,1,4359,2004-01-13,True
EQR,27273.02,20000,0,24,16,8,66.67,5,2,7273.02,1.07,26.99,2,4359,2004-01-13,True
EQS,28472.239999999998,20000,0,29,17,12,58.62,4,3,8472.24,1.8,6.97,1,4166,2004-01-13,True
EQS,33770.06,20000,0,20,11,9,55.0,4,3,13770.06,1.58,13.19,2,4166,2004-01-13,True
ESE,24911.11,20000,0,48,35,13,72.92,7,2,4911.11,2.46,10.85,1,4359,2004-01-13,True
ESE,31236.28,20000,0,31,20,11,64.52,5,4,11236.28,2.85,16.19,2,4359,2004-01-13,True
ESNT,19876.27,20000,0,13,7,6,53.85,3,3,-123.73,-0.05,15.26,1,1820,2014-02-13,False
ESNT,18282.68,20000,0,8,3,5,37.5,1,2,-1717.32,-0.4,34.4,2,1820,2014-02-13,False
EPRT,23270.57,20000,0,5,5,0,100.0,5,0,3270.57,2.22,9.47,1,653,2018-10-02,False
EPRT,28071.65,20000,0,3,3,0,100.0,3,0,8071.65,2.75,8.26,2,653,2018-10-02,False
WTRU,20894.94,20000,1,4,4,0,100.0,4,0,894.94,2.38,2.83,1,441,2019-08-07,False
WTRU,21209.09,20000,1,2,2,0,100.0,2,0,1209.09,1.94,4.72,2,441,2019-08-07,False
ESS,23199.12,20000,0,46,35,11,76.09,7,2,3199.12,1.06,17.18,1,4359,2004-01-13,True
