Symbol,Ending Value,Starting Value,Positions Still Open,Total Positions Closed,Total Won,Total Lost,Strike Rate,Win Streak,Lose Streak,Net Profit or Loss,SQN Score,Max Drawdown %,Pyramid Limit,Total Bars,First Date Recorded,First Date Recorded Meets Requirements
LAUR,22982.16,20000,0,14,11,3,78.57,7,1,2982.16,3.34,7.2,1,1821,2004-08-30,True
LAUR,26426.48,20000,0,8,7,1,87.5,6,1,6426.48,4.98,6.69,2,1821,2004-08-30,True
LAWS,22044.15,20000,1,39,26,13,66.67,8,4,2044.15,0.7,13.9,1,4358,2004-01-13,True
LAWS,26353.23,20000,1,24,16,8,66.67,6,2,6353.23,1.01,21.86,2,4358,2004-01-13,True
LAZY,19454.78,20000,1,5,2,3,40.0,1,2,-545.22,-0.34,11.96,1,683,2018-06-27,False
LAZY,46372.57,20000,1,3,1,2,33.33,1,2,26372.57,1.13,21.57,2,683,2018-06-27,False
LCNB,20135.67,20000,0,15,9,6,60.0,4,4,135.67,0.11,8.28,1,2302,2012-01-03,False
LCNB,21213.46,20000,0,10,6,4,60.0,5,3,1213.46,0.74,7.89,2,2302,2012-01-03,False
LPTX,20075.16,20000,1,5,2,3,40.0,1,2,75.16,0.03,20.66,1,1007,2017-05-08,False
LPTX,14135.060000000001,20000,1,3,0,3,0.0,0,3,-5864.94,-1.36,45.37,2,1007,2017-05-08,False
LEGH,21279.3,20000,0,4,3,1,75.0,2,1,1279.3,1.95,2.76,1,531,2019-03-29,False
LEGH,23355.239999999998,20000,0,2,2,0,100.0,2,0,3355.24,2.12,6.76,2,531,2019-03-29,False
INFR,20758.66,20000,0,6,5,1,83.33,3,1,758.66,1.57,2.76,1,865,2017-05-10,False
INFR,21069.19,20000,0,4,2,2,50.0,1,2,1069.19,1.14,5.44,2,865,2017-05-10,False
LVHD,21937.77,20000,0,13,11,2,84.62,8,1,1937.77,3.1,1.81,1,1274,2016-04-15,False
LVHD,20747.18,20000,1,7,4,3,57.14,2,1,747.18,1.15,9.31,2,1274,2016-04-15,False
SQLV,18893.73,20000,0,6,4,2,66.67,2,1,-1106.27,-0.6,11.25,1,609,2017-12-19,False
SQLV,16605.96,20000,1,3,1,2,33.33,1,1,-3394.04,-1.19,24.16,2,609,2017-12-19,False
LMAT,27524.25,20000,0,27,20,7,74.07,8,2,7524.25,3.01,10.36,1,3541,2007-02-02,False
LMAT,32517.98,20000,0,14,11,3,78.57,4,1,12517.98,2.6,14.69,2,3541,2007-02-02,False
TREE,28551.440000000002,20000,0,30,24,6,80.0,9,2,8551.44,2.89,10.38,1,3128,2008-12-02,False
TREE,42607.41,20000,0,17,11,6,64.71,3,1,22607.41,1.96,15.18,2,3128,2008-12-02,False
LEVL,19548.43,20000,0,3,2,1,66.67,2,1,-451.57,-1.12,5.59,1,696,2018-08-01,False
LEVL,19537.81,20000,0,2,1,1,50.0,1,1,-462.19,-1.3,5.61,2,696,2018-08-01,False
LXRX,24673.33,20000,1,23,14,9,60.87,4,2,4673.33,1.49,14.85,1,3460,2007-08-08,False
LXRX,31750.129999999997,20000,1,15,11,4,73.33,4,1,11750.13,1.99,22.39,2,3460,2007-08-08,False
LX,21456.61,20000,0,6,4,2,66.67,2,1,1456.61,0.64,10.62,1,777,2018-04-06,False
LX,20100.11,20000,0,3,1,2,33.33,1,2,100.11,0.04,30.18,2,777,2018-04-06,False
LGIH,18615.23,20000,0,15,10,5,66.67,5,2,-1384.77,-0.57,24.99,1,1815,2014-02-21,False
LGIH,25986.18,20000,0,9,7,2,77.78,6,2,5986.18,1.15,31.0,2,1815,2014-02-21,False
LHCG,24494.35,20000,0,34,24,10,70.59,9,3,4494.35,1.48,16.45,1,3934,2005-09-20,True
LHCG,31527.08,20000,1,21,12,9,57.14,3,3,11527.08,1.49,29.42,2,3934,2005-09-20,True
LBRDA,22010.53,20000,1,12,10,2,83.33,6,2,2010.53,1.48,6.18,1,1565,2015-02-19,False
LBRDA,23275.27,20000,1,8,6,2,75.0,4,2,3275.27,1.84,10.67,2,1565,2015-02-19,False
LBRDK,21151.16,20000,1,12,10,2,83.33,5,1,1151.16,1.45,4.25,1,1565,2015-02-19,False
LBRDK,22333.35,20000,1,8,5,3,62.5,2,1,2333.35,1.31,9.9,2,1565,2015-02-19,False
LBTYA,26043.47,20000,0,43,31,12,72.09,17,3,6043.47,2.65,7.66,1,4187,2004-09-20,True
LBTYA,31883.620000000003,20000,1,26,16,10,61.54,7,3,11883.62,2.32,15.01,2,4187,2004-09-20,True
LBTYB,17436.33,20000,0,17,11,6,64.71,4,3,-2563.67,-0.69,23.24,1,1871,2004-09-21,True
LBTYB,22419.5,20000,1,10,7,3,70.0,3,2,2419.5,0.2,35.89,2,1871,2004-09-21,True
LBTYK,24992.95,20000,0,41,32,9,78.05,12,2,4992.95,2.06,12.05,1,3872,2005-12-16,True
LBTYK,29175.629999999997,20000,1,23,19,4,82.61,6,2,9175.63,2.08,18.29,2,3872,2005-12-16,True
LILA,17354.19,20000,0,10,4,6,40.0,2,3,-2645.81,-1.39,16.98,1,1401,2015-10-13,False
LILA,15174.970000000001,20000,1,5,0,5,0.0,0,5,-4825.03,-3.72,29.69,2,1401,2015-10-13,False
LILAK,16824.16,20000,0,11,5,6,45.45,2,2,-3175.84,-1.44,20.37,1,1401,2015-10-13,False
LILAK,14669.130000000001,20000,0,7,2,5,28.57,1,3,-5330.87,-2.35,33.95,2,1401,2015-10-13,False
BATRA,21892.82,20000,0,9,9,0,100.0,9,0,1892.82,2.64,5.24,1,1202,2016-07-28,False
BATRA,21735.75,20000,0,5,4,1,80.0,2,1,1735.75,1.78,9.74,2,1202,2016-07-28,False
BATRK,21771.97,20000,0,11,10,1,90.91,9,1,1771.97,3.31,3.21,1,1202,2016-07-28,False
BATRK,23248.64,20000,1,7,6,1,85.71,3,1,3248.64,2.65,6.02,2,1202,2016-07-28,False
FWONA,22408.53,20000,1,8,6,2,75.0,5,1,2408.53,2.26,5.03,1,1007,2017-05-08,False
FWONA,23834.86,20000,1,4,4,0,100.0,4,0,3834.86,2.71,9.87,2,1007,2017-05-08,False
FWONK,21303.17,20000,1,9,7,2,77.78,6,1,1303.17,2.98,3.09,1,1007,2017-05-08,False
FWONK,21077.82,20000,1,5,2,3,40.0,1,2,1077.82,1.0,9.38,2,1007,2017-05-08,False
LSXMA,22085.82,20000,0,6,3,3,50.0,1,1,2085.82,1.54,3.96,1,1202,2016-07-28,False
LSXMA,20623.65,20000,0,4,2,2,50.0,1,1,623.65,0.59,8.52,2,1202,2016-07-28,False
LSXMB,23835.15,20000,0,5,5,0,100.0,5,0,3835.15,4.25,4.01,1,313,2017-02-17,False
LSXMB,24361.8,20000,0,3,3,0,100.0,3,0,4361.8,4.79,15.0,2,313,2017-02-17,False
LSXMK,21634.11,20000,0,8,6,2,75.0,4,1,1634.11,1.55,4.56,1,1202,2016-07-28,False
LSXMK,23396.85,20000,0,5,4,1,80.0,2,1,3396.85,2.24,6.84,2,1202,2016-07-28,False
LTRPA,22189.42,20000,0,12,8,4,66.67,4,3,2189.42,0.82,10.89,1,1613,2014-12-09,False
LTRPA,17304.22,20000,1,7,4,3,57.14,2,1,-2695.78,-0.92,29.39,2,1613,2014-12-09,False
LTRPB,22619.34,20000,1,2,2,0,100.0,2,0,2619.34,3.33,54.55,1,470,2016-04-18,False
LTRPB,18577.24,20000,1,1,0,1,0.0,0,1,-1422.76,0,56.64,2,470,2016-04-18,False
LCUT,21077.88,20000,0,34,24,10,70.59,16,2,1077.88,0.35,18.0,1,4359,2004-01-13,True
LCUT,22458.16,20000,0,20,11,9,55.0,4,4,2458.16,0.5,24.69,2,4359,2004-01-13,True
LFVN,22320.2,20000,1,13,9,4,69.23,4,2,2320.2,0.6,13.42,1,2105,2012-12-26,False
LFVN,23001.44,20000,1,7,5,2,71.43,3,1,3001.44,0.66,43.23,2,2105,2012-12-26,False
LWAY,21164.15,20000,1,37,22,15,59.46,3,3,1164.15,0.26,17.9,1,4359,2004-01-13,True
LWAY,35199.29,20000,1,22,12,10,54.55,3,2,15199.29,1.03,36.83,2,4359,2004-01-13,True
LGND,24647.75,20000,0,35,28,7,80.0,13,3,4647.75,1.2,25.88,1,4033,2004-01-13,True
LGND,22751.46,20000,0,20,13,7,65.0,5,2,2751.46,0.32,54.47,2,4033,2004-01-13,True
LTBR,17738.45,20000,0,17,10,7,58.82,4,3,-2261.55,-0.44,49.17,1,2842,2010-01-22,False
LTBR,23080.15,20000,0,11,4,7,36.36,1,2,3080.15,0.2,67.67,2,2842,2010-01-22,False
LPTH,15416.060000000001,20000,0,23,8,15,34.78,3,7,-4583.94,-0.55,56.87,1,4296,2004-01-13,True
LPTH,13078.619999999999,20000,1,15,4,11,26.67,2,8,-6921.38,-0.66,59.23,2,4296,2004-01-13,True
LMB,18922.85,20000,0,6,5,1,83.33,3,1,-1077.15,-0.38,19.53,1,1050,2017-03-02,False
LMB,12957.93,20000,0,3,1,2,33.33,1,2,-7042.07,-1.6,51.25,2,1050,2017-03-02,False
LLNW,15991.52,20000,0,28,19,9,67.86,7,4,-4008.48,-0.83,45.3,1,3432,2007-09-19,False
LLNW,12815.58,20000,0,18,11,7,61.11,5,3,-7184.42,-0.81,80.68,2,3432,2007-09-19,False
LMST,21164.8,20000,0,3,2,1,66.67,2,1,1164.8,1.02,4.36,1,599,2018-10-12,False
LMST,20218.99,20000,0,2,1,1,50.0,1,1,218.99,0.35,17.66,2,599,2018-10-12,False
LMNL,23655.239999999998,20000,1,1,1,0,100.0,1,0,3655.24,0,30.75,1,292,2020-03-09,False
LMNL,23628.48,20000,1,1,1,0,100.0,1,0,3628.48,0,30.8,2,292,2020-03-09,False
LMNR,20862.8,20000,1,14,8,6,57.14,4,2,862.8,0.68,10.43,1,2684,2010-09-08,False
LMNR,22531.2,20000,1,12,8,4,66.67,4,1,2531.2,1.15,11.36,2,2684,2010-09-08,False
LINC,22684.82,20000,0,31,23,8,74.19,7,1,2684.82,1.05,12.71,1,3921,2005-10-04,True
LINC,25553.41,20000,0,18,10,8,55.56,3,3,5553.41,0.88,34.59,2,3921,2005-10-04,True
LECO,22760.15,20000,0,46,30,16,65.22,8,3,2760.15,0.73,16.94,1,4359,2004-01-13,True
LECO,25450.239999999998,20000,0,30,19,11,63.33,5,2,5450.24,0.78,33.19,2,4359,2004-01-13,True
LIND,19557.12,20000,0,10,5,5,50.0,2,2,-442.88,-0.49,6.56,1,1397,2015-10-19,False
LIND,19634.18,20000,1,6,3,3,50.0,3,2,-365.82,-0.12,19.03,2,1397,2015-10-19,False
LPCN,19712.7,20000,1,8,3,5,37.5,1,2,-287.3,-0.16,9.54,1,1718,2014-07-09,False
LPCN,18056.13,20000,1,5,3,2,60.0,2,1,-1943.87,-0.34,37.76,2,1718,2014-07-09,False
LIQT,21753.6,20000,0,11,6,5,54.55,3,2,1753.6,0.77,13.21,1,1794,2014-03-18,False
LIQT,26580.92,20000,0,7,4,3,57.14,2,2,6580.92,1.27,17.4,2,1794,2014-03-18,False
YVR,24568.9,20000,0,2,1,1,50.0,1,1,4568.9,1.3,12.55,1,614,2018-11-21,False
YVR,26295.760000000002,20000,1,1,1,0,100.0,1,0,6295.76,0,12.55,2,614,2018-11-21,False
LQDA,20157.03,20000,1,2,2,0,100.0,2,0,157.03,1.42,12.88,1,629,2018-11-05,False
LQDA,19988.47,20000,1,1,0,1,0.0,0,1,-11.53,0,14.09,2,629,2018-11-05,False
LQDT,23397.739999999998,20000,0,26,15,11,57.69,6,4,3397.74,1.04,17.77,1,3756,2006-06-06,False
LQDT,21510.78,20000,0,17,7,10,41.18,2,5,1510.78,0.26,29.81,2,3756,2006-06-06,False
LFUS,21515.12,20000,0,42,31,11,73.81,8,3,1515.12,0.41,19.18,1,4359,2004-01-13,True
LFUS,24970.0,20000,1,24,15,9,62.5,8,4,4970.0,0.99,29.35,2,4359,2004-01-13,True
LIVN,20140.66,20000,0,9,8,1,88.89,7,1,140.66,0.13,6.89,1,1326,2016-02-01,False
LIVN,19811.47,20000,1,4,1,3,25.0,1,2,-188.53,-0.13,16.61,2,1326,2016-02-01,False
LOB,15945.0,20000,0,8,3,5,37.5,1,3,-4055.0,-1.68,31.8,1,1387,2015-11-02,False
LOB,17280.88,20000,1,5,2,3,40.0,2,3,-2719.12,-1.09,32.7,2,1387,2015-11-02,False
LIVE,23764.43,20000,0,17,10,7,58.82,4,2,3764.43,0.42,37.88,1,3055,2008-06-03,False
LIVE,19756.24,20000,0,10,5,5,50.0,2,2,-243.76,-0.02,81.06,2,3055,2008-06-03,False
LPSN,22900.92,20000,0,36,23,13,63.89,6,3,2900.92,0.9,17.61,1,4359,2004-01-13,True
LPSN,33569.46,20000,0,22,16,6,72.73,4,2,13569.46,1.19,21.46,2,4359,2004-01-13,True
LIVX,17722.67,20000,0,6,2,4,33.33,1,2,-2277.33,-0.83,18.02,1,736,2018-06-05,False
LIVX,16662.23,20000,1,3,0,3,0.0,0,3,-3337.77,-5.06,29.92,2,736,2018-06-05,False
LVGO,22916.45,20000,0,2,2,0,100.0,2,0,2916.45,3.31,7.52,1,321,2019-11-04,False
LVGO,24259.7,20000,0,1,1,0,100.0,1,0,4259.7,0,15.35,2,321,2019-11-04,False
LKQ,26393.53,20000,0,21,18,3,85.71,7,2,6393.53,3.56,4.88,1,2183,2012-08-31,False
LKQ,29423.190000000002,20000,1,11,10,1,90.91,8,1,9423.19,2.66,11.91,2,2183,2012-08-31,False
LMFA,14654.86,20000,0,2,0,2,0.0,0,2,-5345.14,-2.05,28.99,1,1235,2016-03-23,False
LMFA,10373.52,20000,0,1,0,1,0.0,0,1,-9626.48,0,50.0,2,1235,2016-03-23,False
LMPX,26444.64,20000,0,2,1,1,50.0,1,1,6444.64,1.33,19.8,1,286,2020-03-19,False
LMPX,37897.15,20000,0,1,1,0,100.0,1,0,17897.15,0,32.49,2,286,2020-03-19,False
LOGC,19295.72,20000,0,11,7,4,63.64,3,2,-704.28,-0.2,24.26,1,2222,2004-01-15,True
LOGC,18829.72,20000,0,7,3,4,42.86,1,2,-1170.28,-0.18,39.4,2,2222,2004-01-15,True
LOGI,20229.05,20000,0,38,26,12,68.42,8,3,229.05,0.06,22.96,1,4359,2004-01-13,True
LOGI,26758.36,20000,0,24,17,7,70.83,5,2,6758.36,0.72,33.25,2,4359,2004-01-13,True
LOGM,21365.3,20000,0,22,17,5,77.27,9,3,1365.3,0.63,13.95,1,2811,2009-10-12,False
LOGM,31882.379999999997,20000,0,13,10,3,76.92,7,2,11882.38,1.18,19.16,2,2811,2009-10-12,False
CNCR,23223.27,20000,0,15,11,4,73.33,6,2,3223.27,3.13,5.0,1,1329,2016-01-27,False
CNCR,22787.34,20000,1,8,6,2,75.0,4,1,2787.34,2.37,9.87,2,1329,2016-01-27,False
CHNA,18330.73,20000,0,8,5,3,62.5,3,2,-1669.27,-1.1,15.04,1,1049,2014-04-15,False
CHNA,17281.44,20000,1,4,1,3,25.0,1,3,-2718.56,-1.76,25.46,2,1049,2014-04-15,False
LOOP,19143.94,20000,1,13,6,7,46.15,3,2,-856.06,-0.5,9.84,1,2285,2006-09-18,False
LOOP,17767.41,20000,1,8,5,3,62.5,2,2,-2232.59,-0.45,28.33,2,2285,2006-09-18,False
LORL,22158.13,20000,0,29,19,10,65.52,6,3,2158.13,0.75,20.77,1,3807,2006-03-23,False
LORL,27333.15,20000,0,18,11,7,61.11,4,2,7333.15,1.29,27.68,2,3807,2006-03-23,False
LPLA,20124.49,20000,0,26,18,8,69.23,6,3,124.49,0.05,14.87,1,2562,2011-03-03,False
LPLA,22140.54,20000,1,17,12,5,70.59,4,2,2140.54,0.65,14.63,2,2562,2011-03-03,False
LYTS,28193.739999999998,20000,0,38,26,12,68.42,6,3,8193.74,1.5,20.3,1,4359,2004-01-13,True
LYTS,32043.18,20000,0,24,16,8,66.67,3,2,12043.18,1.21,36.0,2,4359,2004-01-13,True
LULU,28784.02,20000,0,36,30,6,83.33,12,1,8784.02,2.03,17.99,1,3397,2007-11-07,False
LULU,45279.19,20000,0,20,13,7,65.0,6,3,25279.19,1.55,41.46,2,3397,2007-11-07,False
LITE,23007.48,20000,0,14,8,6,57.14,4,2,3007.48,1.29,8.7,1,1379,2015-11-12,False
LITE,28624.64,20000,1,7,3,4,42.86,2,3,8624.64,1.47,10.57,2,1379,2015-11-12,False
LMNX,27726.25,20000,0,45,34,11,75.56,9,3,7726.25,4.12,7.74,1,4359,2004-01-13,True
LMNX,34083.979999999996,20000,0,27,19,8,70.37,7,3,14083.98,3.52,7.03,2,4359,2004-01-13,True
LUNA,29146.48,20000,0,18,12,6,66.67,5,2,9146.48,2.5,12.68,1,3676,2006-09-18,False
LUNA,32642.510000000002,20000,0,14,9,5,64.29,3,2,12642.51,1.75,13.16,2,3676,2006-09-18,False
LKCO,15407.529999999999,20000,0,1,0,1,0.0,0,1,-4592.47,0,25.15,1,520,2019-04-12,False
LKCO,13865.1,20000,0,1,0,1,0.0,0,1,-6134.9,0,36.57,2,520,2019-04-12,False
LBC,21084.99,20000,0,16,8,8,50.0,3,3,1084.99,0.75,7.31,1,2101,2004-01-13,True
LBC,20515.56,20000,0,11,8,3,72.73,5,1,515.56,0.23,15.3,2,2101,2004-01-13,True
LYFT,19255.9,20000,0,4,3,1,75.0,3,1,-744.1,-0.6,9.6,1,460,2019-07-11,False
LYFT,18398.83,20000,0,3,1,2,33.33,1,2,-1601.17,-0.68,21.82,2,460,2019-07-11,False
LYRA,20000.28,20000,0,1,1,0,100.0,1,0,0.28,0,0.02,1,185,2020-08-12,False
LYRA,20001.68,20000,0,1,1,0,100.0,1,0,1.68,0,0.02,2,185,2020-08-12,False
MCBC,22019.79,20000,0,32,22,10,68.75,8,2,2019.79,1.19,13.55,1,4359,2004-01-13,True
MCBC,24458.1,20000,1,18,11,7,61.11,5,5,4458.1,0.86,26.67,2,4359,2004-01-13,True
MFNC,18434.6,20000,0,19,11,8,57.89,6,4,-1565.4,-0.45,18.9,1,3028,2005-06-24,True
MFNC,18124.64,20000,0,13,6,7,46.15,4,3,-1875.36,-0.4,26.06,2,3028,2005-06-24,True
MTSI,21840.91,20000,0,18,12,6,66.67,5,2,1840.91,0.63,18.89,1,2580,2008-10-27,False
MTSI,39905.16,20000,0,14,10,4,71.43,7,2,19905.16,1.64,20.85,2,2580,2008-10-27,False
MGNX,22340.35,20000,0,15,9,6,60.0,6,3,2340.35,0.65,13.69,1,1835,2014-01-23,False
MGNX,30416.309999999998,20000,0,10,3,7,30.0,2,6,10416.31,0.71,39.44,2,1835,2014-01-23,False
MDGL,21290.95,20000,0,9,6,3,66.67,3,2,1290.95,1.54,7.35,1,1134,2016-11-02,False
MDGL,21657.15,20000,1,5,4,1,80.0,4,1,1657.15,1.18,11.93,2,1134,2016-11-02,False
MAGS,21685.85,20000,1,30,15,15,50.0,6,5,1685.85,0.31,26.21,1,4319,2004-01-13,True
MAGS,23870.34,20000,1,20,10,10,50.0,7,4,3870.34,0.41,35.43,2,4319,2004-01-13,True
MGLN,24122.47,20000,0,41,31,10,75.61,8,2,4122.47,1.77,11.65,1,4293,2004-04-19,True
MGLN,23221.37,20000,0,24,17,7,70.83,8,4,3221.37,0.82,28.07,2,4293,2004-04-19,True
MGTA,20020.08,20000,0,5,1,4,20.0,1,3,20.08,0.02,8.0,1,653,2018-10-02,False
MGTA,25791.19,20000,0,4,2,2,50.0,1,1,5791.19,1.44,16.77,2,653,2018-10-02,False
MGIC,28090.44,20000,0,35,23,12,65.71,5,4,8090.44,3.16,6.63,1,4357,2004-01-13,True
MGIC,29286.440000000002,20000,1,20,13,7,65.0,7,4,9286.44,1.49,31.31,2,4357,2004-01-13,True
MGYR,22767.48,20000,0,14,10,4,71.43,5,2,2767.48,0.89,19.28,1,2360,2006-05-10,False
MGYR,27805.31,20000,0,10,8,2,80.0,7,2,7805.31,1.93,26.69,2,2360,2006-05-10,False
MHLD,22516.08,20000,1,25,17,8,68.0,6,3,2516.08,1.18,13.33,1,3201,2008-08-19,False
MHLD,22540.91,20000,1,15,11,4,73.33,9,2,2540.91,1.49,13.33,2,3201,2008-08-19,False
MNSB,17904.19,20000,0,1,0,1,0.0,0,1,-2095.81,0,11.77,1,445,2019-08-01,False
MNSB,17901.25,20000,0,1,0,1,0.0,0,1,-2098.75,0,11.79,2,445,2019-08-01,False
MJCO,22704.84,20000,0,8,7,1,87.5,7,1,2704.84,2.19,6.73,1,1311,2015-10-12,False
MJCO,22813.14,20000,0,5,3,2,60.0,2,1,2813.14,1.16,11.06,2,1311,2015-10-12,False
MMYT,22097.53,20000,0,22,16,6,72.73,4,1,2097.53,0.75,11.68,1,2631,2010-11-22,False
MMYT,26972.09,20000,1,14,9,5,64.29,3,2,6972.09,1.0,15.37,2,2631,2010-11-22,False
MBUU,20486.81,20000,0,14,8,6,57.14,6,4,486.81,0.25,13.26,1,1758,2014-05-14,False
MBUU,21778.72,20000,0,9,5,4,55.56,3,1,1778.72,0.48,19.64,2,1758,2014-05-14,False
MLVF,18526.45,20000,0,17,9,8,52.94,3,3,-1473.55,-0.98,12.25,1,2554,2008-09-23,False
MLVF,20373.13,20000,1,9,4,5,44.44,2,3,373.13,0.08,21.85,2,2554,2008-09-23,False
TUSK,18362.42,20000,0,7,4,3,57.14,3,3,-1637.58,-0.66,22.71,1,1076,2017-01-27,False
TUSK,14391.77,20000,1,3,1,2,33.33,1,2,-5608.23,-2.09,36.23,2,1076,2017-01-27,False
MANH,23176.61,20000,0,38,25,13,65.79,4,2,3176.61,1.17,11.25,1,4359,2004-01-13,True
MANH,26326.85,20000,1,22,13,9,59.09,6,3,6326.85,1.23,19.93,2,4359,2004-01-13,True
LOAN,21612.77,20000,0,14,10,4,71.43,4,2,1612.77,0.64,11.68,1,2851,2008-12-04,False
LOAN,21112.2,20000,0,8,5,3,62.5,4,2,1112.2,0.26,26.5,2,2851,2008-12-04,False
MNTX,16516.67,20000,0,21,13,8,61.9,5,2,-3483.33,-1.41,28.26,1,3181,2008-09-16,False
MNTX,18048.52,20000,1,13,5,8,38.46,2,3,-1951.48,-0.42,31.28,2,3181,2008-09-16,False
MTEX,25411.59,20000,0,37,23,14,62.16,4,3,5411.59,1.03,21.08,1,4275,2004-01-13,True
MTEX,21995.86,20000,1,23,14,9,60.87,5,2,1995.86,0.33,29.92,2,4275,2004-01-13,True
MNKD,8127.76,20000,0,26,9,17,34.62,3,9,-11872.24,-2.16,67.5,1,4152,2004-11-05,True
MNKD,9330.15,20000,1,17,6,11,35.29,2,3,-10669.85,-0.89,69.9,2,4152,2004-11-05,True
MANT,20020.22,20000,0,41,26,15,63.41,11,5,20.22,0.01,14.02,1,4359,2004-01-13,True
MANT,22053.94,20000,0,26,17,9,65.38,6,2,2053.94,0.44,18.46,2,4359,2004-01-13,True
MARA,29233.21,20000,0,7,3,4,42.86,2,3,9233.21,0.91,38.74,1,1636,2014-11-05,False
MARA,19869.24,20000,0,4,1,3,25.0,1,3,-130.76,-0.01,74.55,2,1636,2014-11-05,False
MCHX,13209.869999999999,20000,0,32,19,13,59.38,6,3,-6790.13,-1.39,50.1,1,4234,2004-07-14,True
MCHX,11871.75,20000,0,20,10,10,50.0,5,5,-8128.25,-0.79,71.76,2,4234,2004-07-14,True
